CellStage,CellID,CellLabel,CellProtocol
4.0,x2_S4c_b2.bcAZRC,ph__pre,x2
4.0,x2_S4c_b2.bcHZLT,ph,x2
4.0,x2_S4c_b2.bcCIGS,ph,x2
4.0,x2_S4c_b2.bcDMAT,nkx61,x2
4.0,x2_S4c_b2.bcDOYW,ph,x2
4.0,x2_S4c_b2.bcCZSE,ph,x2
4.0,x2_S4c_b2.bcCNYA,sst_hhex,x2
4.0,x2_S4c_b2.bcFPWM,neurog3,x2
4.0,x2_S4c_b2.bcEAPU,ph,x2
4.0,x2_S4c_b2.bcHIPM,ph,x2
4.0,x2_S4c_b2.bcGUYT,nkx61,x2
4.0,x2_S4c_b2.bcCSRQ,ph,x2
4.0,x2_S4c_b2.bcCZOJ,nkx61,x2
4.0,x2_S4c_b2.bcHYSY,nkx61,x2
4.0,x2_S4c_b2.bcCDCC,ph,x2
4.0,x2_S4c_b2.bcEEYX,ph,x2
4.0,x2_S4c_b2.bcCKEH,ph,x2
4.0,x2_S4c_b2.bcCEJC,ph,x2
4.0,x2_S4c_b2.bcBNGC,ph,x2
4.0,x2_S4c_b2.bcAEIK,nkx61,x2
4.0,x2_S4c_b2.bcHBZN,ph,x2
4.0,x2_S4c_b2.bcEFBD,neurog3,x2
4.0,x2_S4c_b2.bcHWNU,ph,x2
4.0,x2_S4c_b2.bcCSJU,nkx61,x2
4.0,x2_S4c_b2.bcIBME,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcERTC,sst_hhex,x2
4.0,x2_S4c_b2.bcALSS,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGKEQ,ph,x2
4.0,x2_S4c_b2.bcGPAW,ph,x2
4.0,x2_S4c_b2.bcDUPY,nkx61,x2
4.0,x2_S4c_b2.bcGGPC,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcBREB,ph__pre,x2
4.0,x2_S4c_b2.bcHGCY,ph,x2
4.0,x2_S4c_b2.bcFNJK,ph,x2
4.0,x2_S4c_b2.bcBEUS,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCMEB,ph,x2
4.0,x2_S4c_b2.bcECNW,neurog3,x2
4.0,x2_S4c_b2.bcDUYF,ph__pre,x2
4.0,x2_S4c_b2.bcHGVE,ph,x2
4.0,x2_S4c_b2.bcAIGI,neurog3,x2
4.0,x2_S4c_b2.bcIAEM,nkx61,x2
4.0,x2_S4c_b2.bcHDXH,ph,x2
4.0,x2_S4c_b2.bcFSWW,ph,x2
4.0,x2_S4c_b2.bcHSKV,nkx61,x2
4.0,x2_S4c_b2.bcHSNG,sst_hhex,x2
4.0,x2_S4c_b2.bcESSH,ph__pre,x2
4.0,x2_S4c_b2.bcHUOE,nkx61,x2
4.0,x2_S4c_b2.bcFHWN,ph,x2
4.0,x2_S4c_b2.bcBYFY,neurog3,x2
4.0,x2_S4c_b2.bcCQZZ,ph__pre,x2
4.0,x2_S4c_b2.bcDOWB,neurog3,x2
4.0,x2_S4c_b2.bcHPKS,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcDGSS,ph,x2
4.0,x2_S4c_b2.bcGZWE,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcDHGH,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcIFVC,ph__pre,x2
4.0,x2_S4c_b2.bcGHTN,nkx61,x2
4.0,x2_S4c_b2.bcHNIJ,ph,x2
4.0,x2_S4c_b2.bcCHZR,ph,x2
4.0,x2_S4c_b2.bcGAXW,sst_hhex,x2
4.0,x2_S4c_b2.bcFGAP,ph__pre,x2
4.0,x2_S4c_b2.bcIJEK,ph,x2
4.0,x2_S4c_b2.bcCFAH,neurog3,x2
4.0,x2_S4c_b2.bcHBNS,ph,x2
4.0,x2_S4c_b2.bcDJJK,ph,x2
4.0,x2_S4c_b2.bcHZFO,ph,x2
4.0,x2_S4c_b2.bcCHKL,ph,x2
4.0,x2_S4c_b2.bcFJGL,nkx61,x2
4.0,x2_S4c_b2.bcDBKS,sst_hhex,x2
4.0,x2_S4c_b2.bcHEPM,nkx61,x2
4.0,x2_S4c_b2.bcAFDF,nkx61,x2
4.0,x2_S4c_b2.bcFMMH,ph,x2
4.0,x2_S4c_b2.bcGQWU,ph,x2
4.0,x2_S4c_b2.bcDRUH,ph,x2
4.0,x2_S4c_b2.bcAXKI,ph,x2
4.0,x2_S4c_b2.bcHNJG,ph,x2
4.0,x2_S4c_b2.bcGWRA,nkx61,x2
4.0,x2_S4c_b2.bcHNIL,nkx61,x2
4.0,x2_S4c_b2.bcGAMF,ph,x2
4.0,x2_S4c_b2.bcICNO,ph,x2
4.0,x2_S4c_b2.bcDBXB,ph,x2
4.0,x2_S4c_b2.bcFIXM,ph,x2
4.0,x2_S4c_b2.bcAKRY,ph,x2
4.0,x2_S4c_b2.bcHCTX,ph,x2
4.0,x2_S4c_b2.bcBMKH,ph,x2
4.0,x2_S4c_b2.bcCXLT,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcIJQE,ph,x2
4.0,x2_S4c_b2.bcHVIK,ph,x2
4.0,x2_S4c_b2.bcHSDZ,ph,x2
4.0,x2_S4c_b2.bcHCCH,ph,x2
4.0,x2_S4c_b2.bcCEFP,ph,x2
4.0,x2_S4c_b2.bcFKMS,neurog3,x2
4.0,x2_S4c_b2.bcFJPK,ph,x2
4.0,x2_S4c_b2.bcHDBV,ph,x2
4.0,x2_S4c_b2.bcFTSV,nkx61,x2
4.0,x2_S4c_b2.bcDGRC,ph,x2
4.0,x2_S4c_b2.bcCVGM,nkx61,x2
4.0,x2_S4c_b2.bcAHUK,nkx61,x2
4.0,x2_S4c_b2.bcGCWN,ph__pre,x2
4.0,x2_S4c_b2.bcCWUX,sst_hhex,x2
4.0,x2_S4c_b2.bcABWE,nkx61,x2
4.0,x2_S4c_b2.bcCXZS,ph,x2
4.0,x2_S4c_b2.bcGWRG,ph,x2
4.0,x2_S4c_b2.bcAFLU,ph,x2
4.0,x2_S4c_b2.bcHLPY,ph,x2
4.0,x2_S4c_b2.bcBQVZ,ph,x2
4.0,x2_S4c_b2.bcAODJ,sst_hhex,x2
4.0,x2_S4c_b2.bcCBND,nkx61,x2
4.0,x2_S4c_b2.bcFVGL,ph,x2
4.0,x2_S4c_b2.bcDCAF,ph,x2
4.0,x2_S4c_b2.bcDMOQ,nkx61,x2
4.0,x2_S4c_b2.bcGSLR,ph,x2
4.0,x2_S4c_b2.bcEVVV,nkx61,x2
4.0,x2_S4c_b2.bcDHNX,neurog3,x2
4.0,x2_S4c_b2.bcEJNA,ph,x2
4.0,x2_S4c_b2.bcIARZ,neurog3,x2
4.0,x2_S4c_b2.bcHTWO,neurog3,x2
4.0,x2_S4c_b2.bcDMTY,ph,x2
4.0,x2_S4c_b2.bcENWU,ph,x2
4.0,x2_S4c_b2.bcEFNK,ph,x2
4.0,x2_S4c_b2.bcFJCP,ph,x2
4.0,x2_S4c_b2.bcFFIP,nkx61,x2
4.0,x2_S4c_b2.bcGLYU,neurog3,x2
4.0,x2_S4c_b2.bcFHWK,neurog3,x2
4.0,x2_S4c_b2.bcFVAD,ph,x2
4.0,x2_S4c_b2.bcGSOX,ph,x2
4.0,x2_S4c_b2.bcEZYQ,ph,x2
4.0,x2_S4c_b2.bcEWXI,nkx61,x2
4.0,x2_S4c_b2.bcEPKF,neurog3,x2
4.0,x2_S4c_b2.bcHNSZ,nkx61,x2
4.0,x2_S4c_b2.bcERPM,nkx61,x2
4.0,x2_S4c_b2.bcHZFP,nkx61,x2
4.0,x2_S4c_b2.bcFMYR,ph__pre,x2
4.0,x2_S4c_b2.bcHZPA,ph,x2
4.0,x2_S4c_b2.bcAFOX,ph,x2
4.0,x2_S4c_b2.bcGMHT,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCCHO,ph__pre,x2
4.0,x2_S4c_b2.bcFKRR,neurog3,x2
4.0,x2_S4c_b2.bcFPBP,ph,x2
4.0,x2_S4c_b2.bcHPIP,nkx61,x2
4.0,x2_S4c_b2.bcDSMR,ph,x2
4.0,x2_S4c_b2.bcHKVV,ph,x2
4.0,x2_S4c_b2.bcHBUJ,ph__pre,x2
4.0,x2_S4c_b2.bcHYBH,nkx61,x2
4.0,x2_S4c_b2.bcFKWO,nkx61,x2
4.0,x2_S4c_b2.bcCPZV,sst_hhex,x2
4.0,x2_S4c_b2.bcCSHU,sst_hhex,x2
4.0,x2_S4c_b2.bcCWFK,neurog3,x2
4.0,x2_S4c_b2.bcGRPS,nkx61,x2
4.0,x2_S4c_b2.bcGUZI,ph__pre,x2
4.0,x2_S4c_b2.bcEQHG,ph__pre,x2
4.0,x2_S4c_b2.bcGMWW,neurog3,x2
4.0,x2_S4c_b2.bcDSBV,ph__pre,x2
4.0,x2_S4c_b2.bcHHUP,ph__pre,x2
4.0,x2_S4c_b2.bcEWMV,ph,x2
4.0,x2_S4c_b2.bcCNOZ,ph,x2
4.0,x2_S4c_b2.bcAKWM,nkx61,x2
4.0,x2_S4c_b2.bcIICQ,ph__pre,x2
4.0,x2_S4c_b2.bcCUHV,ph__pre,x2
4.0,x2_S4c_b2.bcFNKH,nkx61,x2
4.0,x2_S4c_b2.bcENMQ,nkx61,x2
4.0,x2_S4c_b2.bcDBRH,ph,x2
4.0,x2_S4c_b2.bcFWAM,ph,x2
4.0,x2_S4c_b2.bcFBZO,ph,x2
4.0,x2_S4c_b2.bcEBTY,ph,x2
4.0,x2_S4c_b2.bcHBEP,nkx61,x2
4.0,x2_S4c_b2.bcHMED,ph,x2
4.0,x2_S4c_b2.bcCOKK,sst_hhex,x2
4.0,x2_S4c_b2.bcHMYK,ph__pre,x2
4.0,x2_S4c_b2.bcGUUY,ph,x2
4.0,x2_S4c_b2.bcCIAZ,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCKUB,ph,x2
4.0,x2_S4c_b2.bcFKTT,nkx61,x2
4.0,x2_S4c_b2.bcBLKP,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGYXP,neurog3,x2
4.0,x2_S4c_b2.bcAAAE,ph,x2
4.0,x2_S4c_b2.bcDJTM,ph,x2
4.0,x2_S4c_b2.bcEVEB,ph,x2
4.0,x2_S4c_b2.bcBSIF,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcESIY,ph,x2
4.0,x2_S4c_b2.bcBSUM,ph,x2
4.0,x2_S4c_b2.bcDIXO,neurog3,x2
4.0,x2_S4c_b2.bcFJRY,neurog3,x2
4.0,x2_S4c_b2.bcANPM,ph,x2
4.0,x2_S4c_b2.bcAUWC,nkx61,x2
4.0,x2_S4c_b2.bcHNFD,ph,x2
4.0,x2_S4c_b2.bcIEXF,neurog3,x2
4.0,x2_S4c_b2.bcELED,ph,x2
4.0,x2_S4c_b2.bcAFTL,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcBQYQ,ph,x2
4.0,x2_S4c_b2.bcFLFF,sst_hhex,x2
4.0,x2_S4c_b2.bcHALX,ph,x2
4.0,x2_S4c_b2.bcAHPI,ph__pre,x2
4.0,x2_S4c_b2.bcETQP,nkx61,x2
4.0,x2_S4c_b2.bcGPIR,nkx61,x2
4.0,x2_S4c_b2.bcEUIW,ph,x2
4.0,x2_S4c_b2.bcBBTM,neurog3,x2
4.0,x2_S4c_b2.bcARDX,sst_hhex,x2
4.0,x2_S4c_b2.bcGSOL,ph,x2
4.0,x2_S4c_b2.bcFTMN,ph,x2
4.0,x2_S4c_b2.bcCINK,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHLMH,ph,x2
4.0,x2_S4c_b2.bcDZZQ,neurog3,x2
4.0,x2_S4c_b2.bcATCB,ph__pre,x2
4.0,x2_S4c_b2.bcEQOD,ph,x2
4.0,x2_S4c_b2.bcCUQR,ph,x2
4.0,x2_S4c_b2.bcCFXW,nkx61,x2
4.0,x2_S4c_b2.bcIBLE,ph,x2
4.0,x2_S4c_b2.bcEUWY,ph,x2
4.0,x2_S4c_b2.bcCWEM,nkx61,x2
4.0,x2_S4c_b2.bcAZGH,neurog3,x2
4.0,x2_S4c_b2.bcFGNU,nkx61,x2
4.0,x2_S4c_b2.bcAVNQ,ph,x2
4.0,x2_S4c_b2.bcHUXB,sst_hhex,x2
4.0,x2_S4c_b2.bcFMRL,ph,x2
4.0,x2_S4c_b2.bcHOBP,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcBQPK,ph,x2
4.0,x2_S4c_b2.bcHKWC,ph,x2
4.0,x2_S4c_b2.bcGLKI,ph,x2
4.0,x2_S4c_b2.bcCKAN,nkx61,x2
4.0,x2_S4c_b2.bcDBFP,nkx61,x2
4.0,x2_S4c_b2.bcHYPR,ph,x2
4.0,x2_S4c_b2.bcFMVG,nkx61,x2
4.0,x2_S4c_b2.bcHPNH,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcFQJN,nkx61,x2
4.0,x2_S4c_b2.bcDUPP,ph,x2
4.0,x2_S4c_b2.bcHIUZ,ph,x2
4.0,x2_S4c_b2.bcHAXM,ph,x2
4.0,x2_S4c_b2.bcCODI,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcDMFL,nkx61,x2
4.0,x2_S4c_b2.bcHVNN,neurog3,x2
4.0,x2_S4c_b2.bcECYC,ph,x2
4.0,x2_S4c_b2.bcCHQE,neurog3,x2
4.0,x2_S4c_b2.bcDUOQ,nkx61,x2
4.0,x2_S4c_b2.bcCKEK,ph,x2
4.0,x2_S4c_b2.bcFYQR,nkx61,x2
4.0,x2_S4c_b2.bcHFWO,nkx61,x2
4.0,x2_S4c_b2.bcCQHI,nkx61,x2
4.0,x2_S4c_b2.bcBIZN,nkx61,x2
4.0,x2_S4c_b2.bcDRLX,ph,x2
4.0,x2_S4c_b2.bcEKRE,nkx61,x2
4.0,x2_S4c_b2.bcCHMG,ph,x2
4.0,x2_S4c_b2.bcDMIR,ph,x2
4.0,x2_S4c_b2.bcGRDO,ph,x2
4.0,x2_S4c_b2.bcDWNY,sst_hhex,x2
4.0,x2_S4c_b2.bcBWKI,ph,x2
4.0,x2_S4c_b2.bcCVQF,nkx61,x2
4.0,x2_S4c_b2.bcFLBW,ph__pre,x2
4.0,x2_S4c_b2.bcHNXV,ph,x2
4.0,x2_S4c_b2.bcFNMJ,ph__pre,x2
4.0,x2_S4c_b2.bcBBST,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGUPY,neurog3,x2
4.0,x2_S4c_b2.bcDUBG,nkx61,x2
4.0,x2_S4c_b2.bcEZRD,nkx61,x2
4.0,x2_S4c_b2.bcDNJJ,ph__pre,x2
4.0,x2_S4c_b2.bcFPUU,nkx61,x2
4.0,x2_S4c_b2.bcCZQQ,ph__pre,x2
4.0,x2_S4c_b2.bcAHUF,ph,x2
4.0,x2_S4c_b2.bcGLNQ,nkx61,x2
4.0,x2_S4c_b2.bcEZPL,ph,x2
4.0,x2_S4c_b2.bcBAXH,ph__pre,x2
4.0,x2_S4c_b2.bcCQDU,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcIGME,ph__pre,x2
4.0,x2_S4c_b2.bcDJIN,ph,x2
4.0,x2_S4c_b2.bcEGAX,ph,x2
4.0,x2_S4c_b2.bcDHAW,ph__pre,x2
4.0,x2_S4c_b2.bcBKPQ,sst_hhex,x2
4.0,x2_S4c_b2.bcHMLV,ph__pre,x2
4.0,x2_S4c_b2.bcABAV,neurog3,x2
4.0,x2_S4c_b2.bcCUCZ,ph__pre,x2
4.0,x2_S4c_b2.bcGYJR,ph,x2
4.0,x2_S4c_b2.bcATPC,ph,x2
4.0,x2_S4c_b2.bcERLA,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCCDQ,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcDJTO,nkx61,x2
4.0,x2_S4c_b2.bcEJWK,ph,x2
4.0,x2_S4c_b2.bcIKCW,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGOMP,ph,x2
4.0,x2_S4c_b2.bcFSAT,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHQMY,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcFRYW,ph,x2
4.0,x2_S4c_b2.bcFIOK,nkx61,x2
4.0,x2_S4c_b2.bcFIZQ,nkx61,x2
4.0,x2_S4c_b2.bcDZPE,ph,x2
4.0,x2_S4c_b2.bcCKFV,ph,x2
4.0,x2_S4c_b2.bcATJP,ph,x2
4.0,x2_S4c_b2.bcDHPQ,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcDLWE,neurog3,x2
4.0,x2_S4c_b2.bcDDDE,nkx61,x2
4.0,x2_S4c_b2.bcFGDZ,nkx61,x2
4.0,x2_S4c_b2.bcHLIE,ph,x2
4.0,x2_S4c_b2.bcHHRK,nkx61,x2
4.0,x2_S4c_b2.bcFPTW,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcABYY,nkx61,x2
4.0,x2_S4c_b2.bcAYIX,ph__pre,x2
4.0,x2_S4c_b2.bcAAWI,ph,x2
4.0,x2_S4c_b2.bcBKTA,nkx61,x2
4.0,x2_S4c_b2.bcCJHN,ph,x2
4.0,x2_S4c_b2.bcEDYY,ph,x2
4.0,x2_S4c_b2.bcDDLU,nkx61,x2
4.0,x2_S4c_b2.bcGSMS,nkx61,x2
4.0,x2_S4c_b2.bcHDJO,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGSPJ,neurog3,x2
4.0,x2_S4c_b2.bcAIFR,nkx61,x2
4.0,x2_S4c_b2.bcDTHY,ph,x2
4.0,x2_S4c_b2.bcAGJM,sst_hhex,x2
4.0,x2_S4c_b2.bcELYL,ph,x2
4.0,x2_S4c_b2.bcEVQM,neurog3,x2
4.0,x2_S4c_b2.bcCIIQ,ph,x2
4.0,x2_S4c_b2.bcBYEY,neurog3,x2
4.0,x2_S4c_b2.bcCJIC,neurog3,x2
4.0,x2_S4c_b2.bcFQZY,ph,x2
4.0,x2_S4c_b2.bcHUJV,nkx61,x2
4.0,x2_S4c_b2.bcFQDP,ph,x2
4.0,x2_S4c_b2.bcFBVR,sst_hhex,x2
4.0,x2_S4c_b2.bcBLTC,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcAEAK,sst_hhex,x2
4.0,x2_S4c_b2.bcEVJW,neurog3,x2
4.0,x2_S4c_b2.bcELVJ,ph,x2
4.0,x2_S4c_b2.bcFTIT,ph,x2
4.0,x2_S4c_b2.bcCCZQ,nkx61,x2
4.0,x2_S4c_b2.bcANQD,nkx61,x2
4.0,x2_S4c_b2.bcDHCE,nkx61,x2
4.0,x2_S4c_b2.bcCEWO,neurog3,x2
4.0,x2_S4c_b2.bcCXXT,sst_hhex,x2
4.0,x2_S4c_b2.bcCTOP,ph,x2
4.0,x2_S4c_b2.bcHOBE,ph,x2
4.0,x2_S4c_b2.bcFQFE,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcGLHZ,ph,x2
4.0,x2_S4c_b2.bcBLFC,ph__pre,x2
4.0,x2_S4c_b2.bcBUJO,ph,x2
4.0,x2_S4c_b2.bcGGSC,neurog3,x2
4.0,x2_S4c_b2.bcGJVP,ph,x2
4.0,x2_S4c_b2.bcCFRE,ph,x2
4.0,x2_S4c_b2.bcCYAZ,nkx61,x2
4.0,x2_S4c_b2.bcFXXD,nkx61,x2
4.0,x2_S4c_b2.bcEUZE,ph,x2
4.0,x2_S4c_b2.bcEIAB,ph,x2
4.0,x2_S4c_b2.bcDLQY,nkx61,x2
4.0,x2_S4c_b2.bcIALF,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHDMG,ph,x2
4.0,x2_S4c_b2.bcHHOI,ph,x2
4.0,x2_S4c_b2.bcDKIN,ph,x2
4.0,x2_S4c_b2.bcCWSK,ph,x2
4.0,x2_S4c_b2.bcDYTC,nkx61,x2
4.0,x2_S4c_b2.bcHBNE,ph,x2
4.0,x2_S4c_b2.bcIBOC,ph,x2
4.0,x2_S4c_b2.bcCLQT,ph,x2
4.0,x2_S4c_b2.bcEIOG,ph,x2
4.0,x2_S4c_b2.bcACMZ,ph__pre,x2
4.0,x2_S4c_b2.bcDTVR,nkx61,x2
4.0,x2_S4c_b2.bcAODC,nkx61,x2
4.0,x2_S4c_b2.bcHXIZ,ph__pre,x2
4.0,x2_S4c_b2.bcAZWR,ph,x2
4.0,x2_S4c_b2.bcFCWG,ph,x2
4.0,x2_S4c_b2.bcCXMS,sst_hhex,x2
4.0,x2_S4c_b2.bcHSUE,ph,x2
4.0,x2_S4c_b2.bcFLHB,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcEXRK,nkx61,x2
4.0,x2_S4c_b2.bcFLNC,ph,x2
4.0,x2_S4c_b2.bcBTDF,nkx61,x2
4.0,x2_S4c_b2.bcFJUO,ph,x2
4.0,x2_S4c_b2.bcCZIQ,ph,x2
4.0,x2_S4c_b2.bcCSFE,ph,x2
4.0,x2_S4c_b2.bcASOA,neurog3,x2
4.0,x2_S4c_b2.bcHYHC,ph__pre,x2
4.0,x2_S4c_b2.bcFNJF,ph,x2
4.0,x2_S4c_b2.bcGQHI,nkx61,x2
4.0,x2_S4c_b2.bcHBGB,nkx61,x2
4.0,x2_S4c_b2.bcHPLE,nkx61,x2
4.0,x2_S4c_b2.bcDSZL,sst_hhex,x2
4.0,x2_S4c_b2.bcEWUL,nkx61,x2
4.0,x2_S4c_b2.bcEWBR,ph,x2
4.0,x2_S4c_b2.bcCDQN,ph,x2
4.0,x2_S4c_b2.bcGSNI,ph,x2
4.0,x2_S4c_b2.bcGPMY,ph,x2
4.0,x2_S4c_b2.bcHWKR,ph,x2
4.0,x2_S4c_b2.bcDPCV,ph,x2
4.0,x2_S4c_b2.bcAAUC,sst_hhex,x2
4.0,x2_S4c_b2.bcEJZJ,ph,x2
4.0,x2_S4c_b2.bcGTQL,ph,x2
4.0,x2_S4c_b2.bcCKWL,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcFNGL,ph,x2
4.0,x2_S4c_b2.bcAOYA,ph__pre,x2
4.0,x2_S4c_b2.bcCYTH,nkx61,x2
4.0,x2_S4c_b2.bcGGJC,ph,x2
4.0,x2_S4c_b2.bcGULN,ph,x2
4.0,x2_S4c_b2.bcHEXU,neurog3,x2
4.0,x2_S4c_b2.bcBFUK,neurog3,x2
4.0,x2_S4c_b2.bcBUSO,nkx61,x2
4.0,x2_S4c_b2.bcBAQK,nkx61,x2
4.0,x2_S4c_b2.bcHDMX,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcIGRE,nkx61,x2
4.0,x2_S4c_b2.bcDUVB,ph,x2
4.0,x2_S4c_b2.bcCXBM,ph,x2
4.0,x2_S4c_b2.bcFDJR,sst_hhex,x2
4.0,x2_S4c_b2.bcIDRB,neurog3,x2
4.0,x2_S4c_b2.bcCDFO,ph__pre,x2
4.0,x2_S4c_b2.bcAUZA,nkx61,x2
4.0,x2_S4c_b2.bcBWUX,sst_hhex,x2
4.0,x2_S4c_b2.bcDNOF,ph,x2
4.0,x2_S4c_b2.bcAYWM,ph,x2
4.0,x2_S4c_b2.bcGHYJ,nkx61,x2
4.0,x2_S4c_b2.bcIEND,ph,x2
4.0,x2_S4c_b2.bcAOHZ,ph__pre,x2
4.0,x2_S4c_b2.bcBVZL,ph,x2
4.0,x2_S4c_b2.bcAJOU,nkx61,x2
4.0,x2_S4c_b2.bcGLSU,ph,x2
4.0,x2_S4c_b2.bcDHSV,ph,x2
4.0,x2_S4c_b2.bcFCZL,neurog3,x2
4.0,x2_S4c_b2.bcCBCG,nkx61,x2
4.0,x2_S4c_b2.bcAUVX,ph,x2
4.0,x2_S4c_b2.bcFGCU,ph,x2
4.0,x2_S4c_b2.bcFOBI,neurog3,x2
4.0,x2_S4c_b2.bcGFBF,ph,x2
4.0,x2_S4c_b2.bcBTSQ,ph,x2
4.0,x2_S4c_b2.bcCEFZ,ph,x2
4.0,x2_S4c_b2.bcCZTE,nkx61,x2
4.0,x2_S4c_b2.bcAFRF,neurog3,x2
4.0,x2_S4c_b2.bcBJRG,ph,x2
4.0,x2_S4c_b2.bcFZNM,ph,x2
4.0,x2_S4c_b2.bcDZNI,nkx61,x2
4.0,x2_S4c_b2.bcDBTU,ph,x2
4.0,x2_S4c_b2.bcASMF,ph__pre,x2
4.0,x2_S4c_b2.bcGHZH,ph,x2
4.0,x2_S4c_b2.bcCLTL,nkx61,x2
4.0,x2_S4c_b2.bcGVSO,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcBHZG,nkx61,x2
4.0,x2_S4c_b2.bcAGSW,ph,x2
4.0,x2_S4c_b2.bcBYPO,ph,x2
4.0,x2_S4c_b2.bcFGDV,ph,x2
4.0,x2_S4c_b2.bcDKDF,ph,x2
4.0,x2_S4c_b2.bcEWWG,sst_hhex,x2
4.0,x2_S4c_b2.bcDNLY,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcFZRP,neurog3,x2
4.0,x2_S4c_b2.bcADFP,nkx61,x2
4.0,x2_S4c_b2.bcEGUE,ph,x2
4.0,x2_S4c_b2.bcGZKO,ph,x2
4.0,x2_S4c_b2.bcFYUF,nkx61,x2
4.0,x2_S4c_b2.bcDOQC,neurog3,x2
4.0,x2_S4c_b2.bcFXWR,ph__pre,x2
4.0,x2_S4c_b2.bcIHHJ,nkx61,x2
4.0,x2_S4c_b2.bcHBZR,nkx61,x2
4.0,x2_S4c_b2.bcEIOQ,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCKFG,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHQWL,ph,x2
4.0,x2_S4c_b2.bcEHXN,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHFGH,neurog3,x2
4.0,x2_S4c_b2.bcDVUO,ph,x2
4.0,x2_S4c_b2.bcBYET,ph,x2
4.0,x2_S4c_b2.bcBGMO,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcAPIX,ph,x2
4.0,x2_S4c_b2.bcDSRB,nkx61,x2
4.0,x2_S4c_b2.bcCDHO,ph,x2
4.0,x2_S4c_b2.bcFDLF,nkx61,x2
4.0,x2_S4c_b2.bcBSIY,ph,x2
4.0,x2_S4c_b2.bcGCJC,nkx61,x2
4.0,x2_S4c_b2.bcFSYM,nkx61,x2
4.0,x2_S4c_b2.bcIBZU,ph,x2
4.0,x2_S4c_b2.bcEAXC,sst_hhex,x2
4.0,x2_S4c_b2.bcHOTU,nkx61,x2
4.0,x2_S4c_b2.bcBVRK,sst_hhex,x2
4.0,x2_S4c_b2.bcCHEQ,neurog3,x2
4.0,x2_S4c_b2.bcAHHT,nkx61,x2
4.0,x2_S4c_b2.bcHPSE,nkx61,x2
4.0,x2_S4c_b2.bcCSWC,ph__pre,x2
4.0,x2_S4c_b2.bcFHOL,ph,x2
4.0,x2_S4c_b2.bcAEZC,ph,x2
4.0,x2_S4c_b2.bcGDQH,nkx61,x2
4.0,x2_S4c_b2.bcEXBZ,neurog3,x2
4.0,x2_S4c_b2.bcHCYU,ph,x2
4.0,x2_S4c_b2.bcDGXO,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcCNCU,neurog3,x2
4.0,x2_S4c_b2.bcHUTU,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHXOM,neurog3,x2
4.0,x2_S4c_b2.bcCEXP,sst_hhex,x2
4.0,x2_S4c_b2.bcGNHZ,fev_high_isl_neg,x2
4.0,x2_S4c_b2.bcHYLI,ph,x2
4.0,x2_S4c_b2.bcDPVE,ph__pre,x2
4.0,x2_S4c_b2.bcFFGK,sst_hhex,x2
4.0,x2_S4c_b2.bcGXGE,ph,x2
4.0,x2_S4c_b2.bcIJEA,ph,x2
4.0,x2_S4c_b2.bcFOSG,sst_hhex,x2
4.0,x2_S4c_b2.bcFXDT,ph__pre,x2
