ARX,PAX4,-1,Indirect,44,-0.6273896902,0.6273896902
ARX,PDX1,-1,Indirect,3,-0.9307241438,0.9307241438
ARX,NKX6.1,-1,Indirect,3,-0.832131905,0.832131905
ARX,FOXA2,1,Indirect,32,0.7389553232,0.7389553232
PAX4,ARX,-1,Direct,4,-0.7788582225,0.7788582225
PAX4,GCG,-1,Direct,9,-0.5972035572,0.5972035572
PDX1,ARX,-1,Direct,9,-0.4749894642,0.4749894642
PDX1,PDX1,1,Direct,9,0.1204421859,0.1204421859
PDX1,MAFA,1,Direct,4,0.3509141785,0.3509141785
PDX1,NKX6.1,1,Direct,9,0.3546757301,0.3546757301
PDX1,PAX6,-1,Direct,30,-0.4340798741,0.4340798741
PDX1,NEUROD1,1,Direct,9,0.6087200354,0.6087200354
PDX1,GCG,-1,Direct,0,-0.6194072421,0.6194072421
PDX1,INS,1,Direct,9,0.4884275452,0.4884275452
MAFA,PDX1,1,Direct,9,0.2683930063,0.2683930063
MAFA,MAFA,1,Direct,47,0.3397748597,0.3397748597
MAFA,GCG,-1,Direct,0,-0.5945689286,0.5945689286
MAFA,INS,1,Direct,11,0.4416315295,0.4416315295
NKX6.1,ARX,-1,Direct,3,-0.5056802908,0.5056802908
NKX6.1,PDX1,1,Direct,9,0.1783648745,0.1783648745
NKX6.1,MAFA,1,Direct,9,0.3316910281,0.3316910281
NKX6.1,NKX6.1,1,Direct,9,0.2559658292,0.2559658292
NKX6.1,NEUROD1,1,Direct,9,0.6442712437,0.6442712437
NKX6.1,NGN3,-1,Indirect,8,-0.4866355722,0.4866355722
NKX6.1,GCG,-1,Direct,30,-0.6033983578,0.6033983578
PAX6,PDX1,1,Direct,48,0.1203954094,0.1203954094
PAX6,NEUROD1,1,Direct,16,0.5571299208,0.5571299208
PAX6,MAFB,1,Direct,16,0.4934257354,0.4934257354
PAX6,GCG,1,Direct,16,0.3652596812,0.3652596812
PAX6,INS,1,Direct,9,0.2071893041,0.2071893041
NEUROD1,INS,1,Direct,39,0.2282188947,0.2282188947
NEUROD1,PDX1,1,Direct,9,0.0878393135,0.0878393135
NEUROD1,MAFA,1,Direct,9,0.0996769705,0.0996769705
NEUROD1,PAX6,1,Direct,4,0.5490843974,0.5490843974
NEUROD1,NEUROD1,1,Direct,9,0.648510522,0.648510522
NEUROD1,NKX2.2,1,Direct,46,0.5119744806,0.5119744806
NEUROD1,GCG,1,Direct,39,0.4096017123,0.4096017123
NKX2.2,ARX,-1,Direct,36,-0.3170587012,0.3170587012
NKX2.2,MAFA,1,Direct,4,0.0809058563,0.0809058563
NKX2.2,NEUROD1,-1,Direct,25,-0.1557910043,0.1557910043
NKX2.2,FOXA2,-1,Direct,32,-0.2265615544,0.2265615544
NKX2.2,INS,1,Direct,4,0.2196632619,0.2196632619
FOXA2,ARX,1,Direct,32,0.6820910003,0.6820910003
FOXA2,PDX1,1,Direct,10,0.075056465,0.075056465
FOXA2,MAFA,1,Direct,4,0.0890457011,0.0890457011
FOXA2,NKX2.2,1,Direct,46,0.539004957,0.539004957
FOXA2,GCG,1,Direct,37,0.5581593198,0.5581593198
NGN3,ARX,1,Indirect,18,0.3209673949,0.3209673949
NGN3,PAX4,1,Direct,45,0.3475379106,0.3475379106
NGN3,NEUROD1,1,Direct,4,0.6172589507,0.6172589507
NGN3,NKX2.2,1,Direct,46,0.5056948252,0.5056948252
NGN3,NGN3,-1,Direct,18,-0.5145252887,0.5145252887
MAFB,PDX1,1,Direct,15,0.1255459146,0.1255459146
MAFB,MAFA,1,Direct,26,0.1262503089,0.1262503089
MAFB,NKX6.1,1,Direct,26,0.2438658095,0.2438658095
MAFB,MAFB,1,Direct,40,0.473416877,0.473416877
MAFB,GCG,1,Direct,26,0.4252983078,0.4252983078
MAFB,INS,1,Direct,26,0.2182452909,0.2182452909
CJUN,INS,-1,Direct,1,-0.813720494,0.813720494
CJUN,MAFA,-1,Indirect,5,-0.9142504398,0.9142504398
CJUN,ISL1,1,Direct,14,0.5145755546,0.5145755546
CJUN,CJUN,1,Direct,20,0.5033344338,0.5033344338
ISL1,ISL1,1,Direct,14,0.5009819625,0.5009819625
ISL1,ARX,1,Direct,3,0.6801769368,0.6801769368
ISL1,PDX1,1,Direct,19,0.0702314404,0.0702314404
ISL1,GCG,1,Direct,38,0.4028261312,0.4028261312
ISL1,INS,1,Direct,13,0.2288897236,0.2288897236
CMYC,INS,-1,Direct,6,-0.8005982505,0.8005982505
PDX1,CMYC,-1,Direct,7,-0.4841815958,0.4841815958
ISL1,MAFA,1,Direct,17,0.0734179338,0.0734179338
