CellID,CellStage,CellLabel,CellProtocol
x2_S3c_b2.bcAYGR,3.0,pdx1,x2
x2_S3c_b2.bcDGKO,3.0,pdx1,x2
x2_S3c_b2.bcHWRN,3.0,pdx1,x2
x2_S3c_b2.bcAJGL,3.0,pdx1,x2
x2_S3c_b2.bcADCY,3.0,pdx1,x2
x2_S3c_b2.bcGQXO,3.0,pdx1,x2
x2_S3c_b2.bcFZTA,3.0,pdx1,x2
x2_S3c_b2.bcEARP,3.0,pdx1,x2
x2_S3c_b2.bcHPHJ,3.0,repl,x2
x2_S3c_b2.bcDECO,3.0,repl,x2
x2_S3c_b2.bcDBMK,3.0,pdx1,x2
x2_S3c_b2.bcHSYW,3.0,pdx1,x2
x2_S3c_b2.bcHHHB,3.0,repl,x2
x2_S3c_b2.bcBQRV,3.0,pdx1,x2
x2_S3c_b2.bcGLBR,3.0,pdx1,x2
x2_S3c_b2.bcBTWX,3.0,pdx1,x2
x2_S3c_b2.bcBYAS,3.0,repl,x2
x2_S3c_b2.bcHLOH,3.0,repl,x2
x2_S3c_b2.bcDVUX,3.0,pdx1,x2
x2_S3c_b2.bcCBGN,3.0,repl,x2
x2_S3c_b2.bcFSML,3.0,pdx1,x2
x2_S3c_b2.bcFYZI,3.0,pdx1,x2
x2_S3c_b2.bcAHMD,3.0,pdx1,x2
x2_S3c_b2.bcATJB,3.0,pdx1,x2
x2_S3c_b2.bcAAKF,3.0,pdx1,x2
x2_S3c_b2.bcANLO,3.0,pdx1,x2
x2_S3c_b2.bcFLTT,3.0,pdx1,x2
x2_S3c_b2.bcCWGA,3.0,pdx1,x2
x2_S3c_b2.bcFCSD,3.0,pdx1,x2
x2_S3c_b2.bcFNZJ,3.0,pdx1,x2
x2_S3c_b2.bcCXXP,3.0,pdx1,x2
x2_S3c_b2.bcGKHF,3.0,repl,x2
x2_S3c_b2.bcGUHI,3.0,pdx1,x2
x2_S3c_b2.bcIHFC,3.0,pdx1,x2
x2_S3c_b2.bcGBTF,3.0,pdx1,x2
x2_S3c_b2.bcARYL,3.0,repl,x2
x2_S3c_b2.bcCESP,3.0,repl,x2
x2_S3c_b2.bcDHJE,3.0,pdx1,x2
x2_S3c_b2.bcDKPH,3.0,pdx1,x2
x2_S3c_b2.bcHVMY,3.0,pdx1,x2
x2_S3c_b2.bcHVEB,3.0,pdx1,x2
x2_S3c_b2.bcCVZX,3.0,repl,x2
x2_S3c_b2.bcGXWN,3.0,pdx1,x2
x2_S3c_b2.bcFTNZ,3.0,pdx1,x2
x2_S3c_b2.bcBYKZ,3.0,repl,x2
x2_S3c_b2.bcHQRX,3.0,pdx1,x2
x2_S3c_b2.bcBHRW,3.0,pdx1,x2
x2_S3c_b2.bcCQIM,3.0,pdx1,x2
x2_S3c_b2.bcHRWU,3.0,pdx1,x2
x2_S3c_b2.bcCATF,3.0,pdx1,x2
x2_S3c_b2.bcIDGR,3.0,pdx1,x2
x2_S3c_b2.bcCCST,3.0,pdx1,x2
x2_S3c_b2.bcDICC,3.0,pdx1,x2
x2_S3c_b2.bcAYCI,3.0,pdx1,x2
x2_S3c_b2.bcBUUJ,3.0,repl,x2
x2_S3c_b2.bcHVWF,3.0,repl,x2
x2_S3c_b2.bcBHBY,3.0,repl,x2
x2_S3c_b2.bcBRWC,3.0,pdx1,x2
x2_S3c_b2.bcFMWJ,3.0,repl,x2
x2_S3c_b2.bcAOHE,3.0,pdx1,x2
x2_S3c_b2.bcBRSA,3.0,pdx1,x2
x2_S3c_b2.bcDWDP,3.0,pdx1,x2
x2_S3c_b2.bcDROO,3.0,pdx1,x2
x2_S3c_b2.bcEAPY,3.0,pdx1,x2
x2_S3c_b2.bcHPGF,3.0,pdx1,x2
x2_S3c_b2.bcFLIH,3.0,repl,x2
x2_S3c_b2.bcDYNQ,3.0,repl,x2
x2_S3c_b2.bcELUW,3.0,repl,x2
x2_S3c_b2.bcGBIR,3.0,pdx1,x2
x2_S3c_b2.bcABUX,3.0,pdx1,x2
x2_S3c_b2.bcGYKC,3.0,pdx1,x2
x2_S3c_b2.bcGSVR,3.0,pdx1,x2
x2_S3c_b2.bcFWTW,3.0,pdx1,x2
x2_S3c_b2.bcFTXI,3.0,repl,x2
x2_S3c_b2.bcGNEG,3.0,repl,x2
x2_S3c_b2.bcEMXN,3.0,pdx1,x2
x2_S3c_b2.bcDQRK,3.0,pdx1,x2
x2_S3c_b2.bcFPOZ,3.0,pdx1,x2
x2_S3c_b2.bcECTP,3.0,pdx1,x2
x2_S3c_b2.bcCFTF,3.0,pdx1,x2
x2_S3c_b2.bcHJTV,3.0,pdx1,x2
x2_S3c_b2.bcFLVE,3.0,repl,x2
x2_S3c_b2.bcANKT,3.0,pdx1,x2
x2_S3c_b2.bcEBYY,3.0,pdx1,x2
x2_S3c_b2.bcEHEZ,3.0,repl,x2
x2_S3c_b2.bcAOHH,3.0,pdx1,x2
x2_S3c_b2.bcIHEJ,3.0,repl,x2
x2_S3c_b2.bcFOPM,3.0,pdx1,x2
x2_S3c_b2.bcFBDD,3.0,repl,x2
x2_S3c_b2.bcCODK,3.0,pdx1,x2
x2_S3c_b2.bcHTYX,3.0,repl,x2
x2_S3c_b2.bcCYKY,3.0,repl,x2
x2_S3c_b2.bcCXTF,3.0,pdx1,x2
x2_S3c_b2.bcAQWR,3.0,pdx1,x2
x2_S3c_b2.bcFQSI,3.0,pdx1,x2
x2_S3c_b2.bcBJNY,3.0,pdx1,x2
x2_S3c_b2.bcCBGJ,3.0,repl,x2
x2_S3c_b2.bcDZEV,3.0,pdx1,x2
x2_S3c_b2.bcIJQS,3.0,pdx1,x2
x2_S3c_b2.bcDEDR,3.0,repl,x2
x2_S3c_b2.bcFREU,3.0,repl,x2
x2_S3c_b2.bcEOSU,3.0,pdx1,x2
x2_S3c_b2.bcDFKT,3.0,pdx1,x2
x2_S3c_b2.bcAMHQ,3.0,repl,x2
x2_S3c_b2.bcBCBU,3.0,pdx1,x2
x2_S3c_b2.bcEVOG,3.0,pdx1,x2
x2_S3c_b2.bcEEKP,3.0,repl,x2
x2_S3c_b2.bcIBVQ,3.0,repl,x2
x2_S3c_b2.bcCYZX,3.0,pdx1,x2
x2_S3c_b2.bcCQXX,3.0,pdx1,x2
x2_S3c_b2.bcIFLP,3.0,pdx1,x2
x2_S3c_b2.bcIHEY,3.0,pdx1,x2
x2_S3c_b2.bcHJQL,3.0,repl,x2
x2_S3c_b2.bcFKQV,3.0,pdx1,x2
x2_S3c_b2.bcDUVB,3.0,repl,x2
x2_S3c_b2.bcAOMB,3.0,pdx1,x2
x2_S3c_b2.bcEPSU,3.0,pdx1,x2
x2_S3c_b2.bcDRSF,3.0,pdx1,x2
x2_S3c_b2.bcFYMK,3.0,pdx1,x2
x2_S3c_b2.bcHYXZ,3.0,pdx1,x2
x2_S3c_b2.bcEDQW,3.0,pdx1,x2
x2_S3c_b2.bcGZLD,3.0,pdx1,x2
x2_S3c_b2.bcEJVM,3.0,pdx1,x2
x2_S3c_b2.bcGHGZ,3.0,pdx1,x2
x2_S3c_b2.bcCGCJ,3.0,pdx1,x2
x2_S3c_b2.bcBCGE,3.0,pdx1,x2
x2_S3c_b2.bcEUQA,3.0,pdx1,x2
x2_S3c_b2.bcIEUR,3.0,repl,x2
x2_S3c_b2.bcBXBA,3.0,pdx1,x2
x2_S3c_b2.bcGNET,3.0,pdx1,x2
x2_S3c_b2.bcDSYP,3.0,pdx1,x2
x2_S3c_b2.bcBCVQ,3.0,pdx1,x2
x2_S3c_b2.bcFDKY,3.0,pdx1,x2
x2_S3c_b2.bcHMLQ,3.0,pdx1,x2
x2_S3c_b2.bcIFFU,3.0,pdx1,x2
x2_S3c_b2.bcEPXZ,3.0,pdx1,x2
x2_S3c_b2.bcGITI,3.0,pdx1,x2
x2_S3c_b2.bcBIKG,3.0,pdx1,x2
x2_S3c_b2.bcHYRR,3.0,repl,x2
x2_S3c_b2.bcDAWJ,3.0,pdx1,x2
x2_S3c_b2.bcGBQK,3.0,repl,x2
x2_S3c_b2.bcBHWH,3.0,repl,x2
x2_S3c_b2.bcELOU,3.0,repl,x2
x2_S3c_b2.bcCRLS,3.0,pdx1,x2
x2_S3c_b2.bcFLYG,3.0,repl,x2
x2_S3c_b2.bcBCRL,3.0,pdx1,x2
x2_S3c_b2.bcANRP,3.0,pdx1,x2
x2_S3c_b2.bcALYV,3.0,repl,x2
x2_S3c_b2.bcBWNB,3.0,repl,x2
x2_S3c_b2.bcFWQM,3.0,pdx1,x2
x2_S3c_b2.bcDQMU,3.0,pdx1,x2
x2_S3c_b2.bcGHCA,3.0,pdx1,x2
x2_S3c_b2.bcDENR,3.0,repl,x2
x2_S3c_b2.bcGKQD,3.0,pdx1,x2
x2_S3c_b2.bcEUWK,3.0,repl,x2
x2_S3c_b2.bcBKXQ,3.0,pdx1,x2
x2_S3c_b2.bcAAYJ,3.0,repl,x2
x2_S3c_b2.bcFFTH,3.0,repl,x2
x2_S3c_b2.bcBBFD,3.0,pdx1,x2
x2_S3c_b2.bcDKXX,3.0,pdx1,x2
x2_S3c_b2.bcFMBU,3.0,repl,x2
x2_S3c_b2.bcGUWQ,3.0,pdx1,x2
x2_S3c_b2.bcGCYT,3.0,repl,x2
x2_S3c_b2.bcFEMG,3.0,repl,x2
x2_S3c_b2.bcGVYF,3.0,pdx1,x2
x2_S3c_b2.bcEMJS,3.0,pdx1,x2
x2_S3c_b2.bcEGCE,3.0,pdx1,x2
x2_S3c_b2.bcAMYE,3.0,repl,x2
x2_S3c_b2.bcBMQG,3.0,pdx1,x2
x2_S3c_b2.bcHKPL,3.0,pdx1,x2
x2_S3c_b2.bcHNBH,3.0,pdx1,x2
x2_S3c_b2.bcGBKY,3.0,pdx1,x2
x2_S3c_b2.bcFNRQ,3.0,pdx1,x2
x2_S3c_b2.bcHTUR,3.0,pdx1,x2
x2_S3c_b2.bcCYET,3.0,pdx1,x2
x2_S3c_b2.bcIHOY,3.0,pdx1,x2
x2_S3c_b2.bcBDER,3.0,pdx1,x2
x2_S3c_b2.bcDKTG,3.0,pdx1,x2
x2_S3c_b2.bcATCP,3.0,repl,x2
x2_S3c_b2.bcDMCL,3.0,pdx1,x2
x2_S3c_b2.bcDVLT,3.0,repl,x2
x2_S3c_b2.bcGGTY,3.0,repl,x2
x2_S3c_b2.bcADAI,3.0,repl,x2
x2_S3c_b2.bcFDZK,3.0,pdx1,x2
x2_S3c_b2.bcCFMU,3.0,pdx1,x2
x2_S3c_b2.bcCIJA,3.0,pdx1,x2
x2_S3c_b2.bcCXHB,3.0,pdx1,x2
x2_S3c_b2.bcCHAQ,3.0,pdx1,x2
x2_S3c_b2.bcIGWF,3.0,repl,x2
x2_S3c_b2.bcHIDF,3.0,pdx1,x2
x2_S3c_b2.bcABEH,3.0,pdx1,x2
x2_S3c_b2.bcHTXX,3.0,pdx1,x2
x2_S3c_b2.bcCHKF,3.0,repl,x2
x2_S3c_b2.bcHKBZ,3.0,pdx1,x2
x2_S3c_b2.bcGCXA,3.0,pdx1,x2
x2_S3c_b2.bcFXOV,3.0,pdx1,x2
x2_S3c_b2.bcFKLV,3.0,repl,x2
x2_S3c_b2.bcDDDC,3.0,pdx1,x2
x2_S3c_b2.bcCPVQ,3.0,pdx1,x2
x2_S3c_b2.bcHYAM,3.0,pdx1,x2
x2_S3c_b2.bcFDLF,3.0,pdx1,x2
x2_S3c_b2.bcCSQM,3.0,pdx1,x2
x2_S3c_b2.bcCWWP,3.0,pdx1,x2
x2_S3c_b2.bcEHGP,3.0,repl,x2
x2_S3c_b2.bcHCOS,3.0,pdx1,x2
x2_S3c_b2.bcHMHH,3.0,repl,x2
x2_S3c_b2.bcHDKR,3.0,repl,x2
x2_S3c_b2.bcDUNJ,3.0,pdx1,x2
x2_S3c_b2.bcIFGQ,3.0,repl,x2
x2_S3c_b2.bcCYOR,3.0,repl,x2
x2_S3c_b2.bcEMGT,3.0,pdx1,x2
x2_S3c_b2.bcGGML,3.0,pdx1,x2
x2_S3c_b2.bcHXAL,3.0,repl,x2
x2_S3c_b2.bcGKSU,3.0,pdx1,x2
x2_S3c_b2.bcAGHO,3.0,repl,x2
x2_S3c_b2.bcHENL,3.0,repl,x2
x2_S3c_b2.bcDUPE,3.0,repl,x2
x2_S3c_b2.bcGYJP,3.0,repl,x2
x2_S3c_b2.bcHPBJ,3.0,pdx1,x2
x2_S3c_b2.bcHHLA,3.0,repl,x2
x2_S3c_b2.bcCZMS,3.0,repl,x2
x2_S3c_b2.bcGFWR,3.0,repl,x2
x2_S3c_b2.bcHSDH,3.0,pdx1,x2
x2_S3c_b2.bcIDHW,3.0,pdx1,x2
x2_S3c_b2.bcAKPP,3.0,repl,x2
x2_S3c_b2.bcDBDO,3.0,repl,x2
x2_S3c_b2.bcHLLI,3.0,repl,x2
x2_S3c_b2.bcDNUJ,3.0,repl,x2
x2_S3c_b2.bcCKLY,3.0,repl,x2
x2_S3c_b2.bcBNKW,3.0,repl,x2
x2_S3c_b2.bcEDDE,3.0,repl,x2
x2_S3c_b2.bcFOUI,3.0,repl,x2
x2_S3c_b2.bcFODQ,3.0,pdx1,x2
x2_S3c_b2.bcFMXO,3.0,pdx1,x2
x2_S3c_b2.bcIFFF,3.0,pdx1,x2
x2_S3c_b2.bcHRSF,3.0,pdx1,x2
x2_S3c_b2.bcCPZB,3.0,pdx1,x2
x2_S3c_b2.bcEGZT,3.0,repl,x2
x2_S3c_b2.bcBKQW,3.0,pdx1,x2
x2_S3c_b2.bcCKPK,3.0,pdx1,x2
x2_S3c_b2.bcFQDW,3.0,repl,x2
x2_S3c_b2.bcDSEB,3.0,pdx1,x2
x2_S3c_b2.bcGEPP,3.0,repl,x2
x2_S3c_b2.bcHFRD,3.0,repl,x2
x2_S3c_b2.bcCGHV,3.0,pdx1,x2
x2_S3c_b2.bcENBZ,3.0,repl,x2
x2_S3c_b2.bcGYRJ,3.0,repl,x2
x2_S3c_b2.bcCQPR,3.0,repl,x2
x2_S3c_b2.bcEVWE,3.0,pdx1,x2
x2_S3c_b2.bcAYOY,3.0,pdx1,x2
x2_S3c_b2.bcCKVG,3.0,pdx1,x2
x2_S3c_b2.bcENWM,3.0,repl,x2
x2_S3c_b2.bcBPCP,3.0,repl,x2
x2_S3c_b2.bcFXQI,3.0,pdx1,x2
x2_S3c_b2.bcETST,3.0,pdx1,x2
x2_S3c_b2.bcFNBS,3.0,pdx1,x2
x2_S3c_b2.bcFIOY,3.0,pdx1,x2
x2_S3c_b2.bcABXP,3.0,pdx1,x2
x2_S3c_b2.bcDUDS,3.0,pdx1,x2
x2_S3c_b2.bcDZHT,3.0,pdx1,x2
x2_S3c_b2.bcBGIY,3.0,pdx1,x2
x2_S3c_b2.bcCMAX,3.0,repl,x2
x2_S3c_b2.bcGUHU,3.0,pdx1,x2
x2_S3c_b2.bcDYKT,3.0,pdx1,x2
x2_S3c_b2.bcFBZY,3.0,repl,x2
x2_S3c_b2.bcDHII,3.0,pdx1,x2
x2_S3c_b2.bcDHCO,3.0,pdx1,x2
x2_S3c_b2.bcCLHC,3.0,pdx1,x2
x2_S3c_b2.bcIDUW,3.0,pdx1,x2
x2_S3c_b2.bcHCAC,3.0,pdx1,x2
x2_S3c_b2.bcGWEZ,3.0,repl,x2
x2_S3c_b2.bcFJDC,3.0,pdx1,x2
x2_S3c_b2.bcHMTN,3.0,pdx1,x2
x2_S3c_b2.bcHFOX,3.0,pdx1,x2
x2_S3c_b2.bcASPQ,3.0,pdx1,x2
x2_S3c_b2.bcEIZU,3.0,pdx1,x2
x2_S3c_b2.bcHYGX,3.0,pdx1,x2
x2_S3c_b2.bcHAMO,3.0,pdx1,x2
x2_S3c_b2.bcEMES,3.0,pdx1,x2
x2_S3c_b2.bcGSRB,3.0,pdx1,x2
x2_S3c_b2.bcEPBE,3.0,pdx1,x2
x2_S3c_b2.bcABAW,3.0,pdx1,x2
x2_S3c_b2.bcECBI,3.0,repl,x2
x2_S3c_b2.bcDNVE,3.0,pdx1,x2
x2_S3c_b2.bcAPIU,3.0,repl,x2
x2_S3c_b2.bcEDWU,3.0,pdx1,x2
x2_S3c_b2.bcHLEX,3.0,pdx1,x2
x2_S3c_b2.bcFGEA,3.0,pdx1,x2
x2_S3c_b2.bcGVRB,3.0,pdx1,x2
x2_S3c_b2.bcBQVU,3.0,pdx1,x2
x2_S3c_b2.bcIGTK,3.0,pdx1,x2
x2_S3c_b2.bcFGES,3.0,repl,x2
x2_S3c_b2.bcGVLW,3.0,pdx1,x2
x2_S3c_b2.bcDJYD,3.0,pdx1,x2
x2_S3c_b2.bcDOKF,3.0,pdx1,x2
x2_S3c_b2.bcCZIG,3.0,repl,x2
x2_S3c_b2.bcCUQZ,3.0,pdx1,x2
x2_S3c_b2.bcAUIF,3.0,pdx1,x2
x2_S3c_b2.bcCJCQ,3.0,pdx1,x2
x2_S3c_b2.bcETFK,3.0,pdx1,x2
x2_S3c_b2.bcERKH,3.0,pdx1,x2
x2_S3c_b2.bcDDXR,3.0,pdx1,x2
x2_S3c_b2.bcGFRD,3.0,pdx1,x2
x2_S3c_b2.bcDXTZ,3.0,pdx1,x2
x2_S3c_b2.bcDHKN,3.0,pdx1,x2
x2_S3c_b2.bcHHRZ,3.0,repl,x2
x2_S3c_b2.bcESRN,3.0,pdx1,x2
x2_S3c_b2.bcHZQT,3.0,pdx1,x2
x2_S3c_b2.bcBQZT,3.0,repl,x2
x2_S3c_b2.bcGELG,3.0,pdx1,x2
x2_S3c_b2.bcHWHD,3.0,pdx1,x2
x2_S3c_b2.bcBYYR,3.0,pdx1,x2
x2_S3c_b2.bcEPVQ,3.0,repl,x2
x2_S3c_b2.bcCTLZ,3.0,pdx1,x2
x2_S3c_b2.bcCFEZ,3.0,pdx1,x2
x2_S3c_b2.bcHDOW,3.0,pdx1,x2
x2_S3c_b2.bcEFQA,3.0,pdx1,x2
x2_S3c_b2.bcCRMO,3.0,repl,x2
x2_S3c_b2.bcFJDW,3.0,pdx1,x2
x2_S3c_b2.bcGLDL,3.0,pdx1,x2
x2_S3c_b2.bcDNSC,3.0,pdx1,x2
x2_S3c_b2.bcFKOO,3.0,repl,x2
x2_S3c_b2.bcDNRH,3.0,pdx1,x2
x2_S3c_b2.bcGHCF,3.0,repl,x2
x2_S3c_b2.bcCLER,3.0,pdx1,x2
x2_S3c_b2.bcDRMH,3.0,repl,x2
x2_S3c_b2.bcBBZO,3.0,pdx1,x2
x2_S3c_b2.bcBZMB,3.0,pdx1,x2
x2_S3c_b2.bcEABD,3.0,repl,x2
x2_S3c_b2.bcBZSR,3.0,pdx1,x2
x2_S3c_b2.bcEBNA,3.0,pdx1,x2
x2_S3c_b2.bcCEUZ,3.0,pdx1,x2
x2_S3c_b2.bcFTTI,3.0,pdx1,x2
x2_S3c_b2.bcAPKR,3.0,pdx1,x2
x2_S3c_b2.bcGJFY,3.0,repl,x2
x2_S3c_b2.bcEHGC,3.0,pdx1,x2
x2_S3c_b2.bcBRCL,3.0,pdx1,x2
x2_S3c_b2.bcHNDF,3.0,pdx1,x2
x2_S3c_b2.bcAFEQ,3.0,repl,x2
x2_S3c_b2.bcDCGH,3.0,pdx1,x2
x2_S3c_b2.bcGKEZ,3.0,repl,x2
x2_S3c_b2.bcEWQS,3.0,pdx1,x2
x2_S3c_b2.bcDHZY,3.0,repl,x2
x2_S3c_b2.bcDFGY,3.0,repl,x2
x2_S3c_b2.bcGLLO,3.0,repl,x2
x2_S3c_b2.bcGTLK,3.0,pdx1,x2
x2_S3c_b2.bcBGDN,3.0,pdx1,x2
x2_S3c_b2.bcCMZH,3.0,repl,x2
x2_S3c_b2.bcBLSJ,3.0,repl,x2
x2_S3c_b2.bcGRSJ,3.0,pdx1,x2
x2_S3c_b2.bcEGIH,3.0,pdx1,x2
x2_S3c_b2.bcGTMM,3.0,repl,x2
x2_S3c_b2.bcEGYM,3.0,pdx1,x2
x2_S3c_b2.bcEVWP,3.0,pdx1,x2
x2_S3c_b2.bcHSQA,3.0,pdx1,x2
x2_S3c_b2.bcEGXU,3.0,pdx1,x2
x2_S3c_b2.bcDGXS,3.0,repl,x2
x2_S3c_b2.bcEKHE,3.0,pdx1,x2
x2_S3c_b2.bcFIYC,3.0,pdx1,x2
x2_S3c_b2.bcCKAM,3.0,pdx1,x2
x2_S3c_b2.bcCFGY,3.0,pdx1,x2
x2_S3c_b2.bcERDA,3.0,repl,x2
x2_S3c_b2.bcHHIJ,3.0,repl,x2
x2_S3c_b2.bcEDXF,3.0,repl,x2
x2_S3c_b2.bcETYB,3.0,pdx1,x2
x2_S3c_b2.bcIFJB,3.0,pdx1,x2
x2_S3c_b2.bcAWHO,3.0,pdx1,x2
x2_S3c_b2.bcBMXW,3.0,repl,x2
x2_S3c_b2.bcIBIG,3.0,pdx1,x2
x2_S3c_b2.bcDRUV,3.0,repl,x2
x2_S3c_b2.bcEDMX,3.0,repl,x2
x2_S3c_b2.bcDEUT,3.0,pdx1,x2
x2_S3c_b2.bcDXQX,3.0,pdx1,x2
x2_S3c_b2.bcCCDX,3.0,pdx1,x2
x2_S3c_b2.bcADIZ,3.0,repl,x2
x2_S3c_b2.bcEFDJ,3.0,pdx1,x2
x2_S3c_b2.bcATYV,3.0,pdx1,x2
x2_S3c_b2.bcDAQD,3.0,pdx1,x2
x2_S3c_b2.bcIILR,3.0,pdx1,x2
x2_S3c_b2.bcGWJG,3.0,pdx1,x2
x2_S3c_b2.bcDOZY,3.0,pdx1,x2
x2_S3c_b2.bcEVFC,3.0,pdx1,x2
x2_S3c_b2.bcFILN,3.0,repl,x2
x2_S3c_b2.bcHXCA,3.0,pdx1,x2
x2_S3c_b2.bcFMRG,3.0,pdx1,x2
x2_S3c_b2.bcDQWH,3.0,pdx1,x2
x2_S3c_b2.bcCLFZ,3.0,pdx1,x2
x2_S3c_b2.bcBHVJ,3.0,repl,x2
x2_S3c_b2.bcAAKU,3.0,pdx1,x2
x2_S3c_b2.bcGNLG,3.0,pdx1,x2
x2_S3c_b2.bcEZLC,3.0,pdx1,x2
x2_S3c_b2.bcERDD,3.0,repl,x2
x2_S3c_b2.bcEPOT,3.0,pdx1,x2
x2_S3c_b2.bcCPON,3.0,pdx1,x2
x2_S3c_b2.bcAYTV,3.0,pdx1,x2
x2_S3c_b2.bcBCPC,3.0,pdx1,x2
x2_S3c_b2.bcFAAW,3.0,repl,x2
x2_S3c_b2.bcBZFN,3.0,pdx1,x2
x2_S3c_b2.bcEOLL,3.0,repl,x2
x2_S3c_b2.bcEALC,3.0,repl,x2
x2_S3c_b2.bcACTB,3.0,repl,x2
x2_S3c_b2.bcIFAT,3.0,pdx1,x2
x2_S3c_b2.bcGSTX,3.0,pdx1,x2
x2_S3c_b2.bcELUI,3.0,pdx1,x2
x2_S3c_b2.bcHOKT,3.0,repl,x2
x2_S3c_b2.bcEFPP,3.0,pdx1,x2
x2_S3c_b2.bcHRUN,3.0,pdx1,x2
x2_S3c_b2.bcAJPI,3.0,repl,x2
x2_S3c_b2.bcIHTS,3.0,repl,x2
x2_S3c_b2.bcCBYW,3.0,repl,x2
x2_S3c_b2.bcIITQ,3.0,pdx1,x2
x2_S3c_b2.bcHQAN,3.0,repl,x2
x2_S3c_b2.bcHPTV,3.0,pdx1,x2
x2_S3c_b2.bcFDAL,3.0,pdx1,x2
x2_S3c_b2.bcFVNH,3.0,pdx1,x2
x2_S3c_b2.bcDLBO,3.0,repl,x2
x2_S3c_b2.bcDNZH,3.0,pdx1,x2
x2_S3c_b2.bcHHOQ,3.0,repl,x2
x2_S3c_b2.bcHPUP,3.0,repl,x2
x2_S3c_b2.bcACZU,3.0,repl,x2
x2_S3c_b2.bcBOGA,3.0,repl,x2
x2_S3c_b2.bcEODN,3.0,pdx1,x2
x2_S3c_b2.bcGYAM,3.0,pdx1,x2
x2_S3c_b2.bcEEIF,3.0,repl,x2
x2_S3c_b2.bcAUGO,3.0,pdx1,x2
x2_S3c_b2.bcGNAB,3.0,pdx1,x2
x2_S3c_b2.bcBIFQ,3.0,pdx1,x2
x2_S3c_b2.bcDRBX,3.0,pdx1,x2
x2_S3c_b2.bcICAI,3.0,pdx1,x2
x2_S3c_b2.bcGVGN,3.0,repl,x2
x2_S3c_b2.bcAUPE,3.0,pdx1,x2
x2_S3c_b2.bcBUTX,3.0,pdx1,x2
x2_S3c_b2.bcAGWN,3.0,pdx1,x2
x2_S3c_b2.bcGTDV,3.0,pdx1,x2
x2_S3c_b2.bcHIQC,3.0,pdx1,x2
x2_S3c_b2.bcEFHK,3.0,pdx1,x2
x2_S3c_b2.bcDXLD,3.0,repl,x2
x2_S3c_b2.bcAVHS,3.0,repl,x2
x2_S3c_b2.bcAKMF,3.0,pdx1,x2
x2_S3c_b2.bcFKPE,3.0,repl,x2
x2_S3c_b2.bcDTMR,3.0,repl,x2
x2_S3c_b2.bcGGKM,3.0,repl,x2
x2_S3c_b2.bcDHAU,3.0,pdx1,x2
x2_S3c_b2.bcGJEM,3.0,repl,x2
x2_S3c_b2.bcDUZA,3.0,pdx1,x2
x2_S3c_b2.bcBSVA,3.0,pdx1,x2
x2_S3c_b2.bcAZOD,3.0,repl,x2
x2_S3c_b2.bcCCCP,3.0,repl,x2
x2_S3c_b2.bcASBJ,3.0,pdx1,x2
x2_S3c_b2.bcBTMD,3.0,repl,x2
x2_S3c_b2.bcFMHW,3.0,pdx1,x2
x2_S3c_b2.bcHGKM,3.0,pdx1,x2
x2_S3c_b2.bcDSZN,3.0,pdx1,x2
x2_S3c_b2.bcEGLH,3.0,repl,x2
x2_S3c_b2.bcGZNE,3.0,repl,x2
x2_S3c_b2.bcGYTB,3.0,pdx1,x2
x2_S3c_b2.bcEQTO,3.0,repl,x2
x2_S3c_b2.bcBGYL,3.0,pdx1,x2
x2_S3c_b2.bcHLHD,3.0,repl,x2
x2_S3c_b2.bcCPOT,3.0,pdx1,x2
x2_S3c_b2.bcESZG,3.0,pdx1,x2
x2_S3c_b2.bcFRRV,3.0,pdx1,x2
x2_S3c_b2.bcCRPX,3.0,pdx1,x2
x2_S3c_b2.bcFJGV,3.0,pdx1,x2
x2_S3c_b2.bcCOHL,3.0,repl,x2
x2_S3c_b2.bcCIJO,3.0,repl,x2
x2_S3c_b2.bcBFVL,3.0,pdx1,x2
x2_S3c_b2.bcHXSH,3.0,pdx1,x2
x2_S3c_b2.bcCNJW,3.0,repl,x2
x2_S3c_b2.bcHAZU,3.0,pdx1,x2
x2_S3c_b2.bcCSGQ,3.0,pdx1,x2
x2_S3c_b2.bcGPYG,3.0,pdx1,x2
x2_S3c_b2.bcDFFM,3.0,pdx1,x2
x2_S3c_b2.bcCQNY,3.0,pdx1,x2
x2_S3c_b2.bcCVFA,3.0,repl,x2
x2_S3c_b2.bcDMWA,3.0,pdx1,x2
x2_S3c_b2.bcEOLN,3.0,pdx1,x2
x2_S3c_b2.bcIASU,3.0,pdx1,x2
x2_S3c_b2.bcFAJB,3.0,pdx1,x2
x2_S3c_b2.bcGDPF,3.0,repl,x2
x2_S3c_b2.bcEZVH,3.0,pdx1,x2
x2_S3c_b2.bcGUZA,3.0,pdx1,x2
x2_S3c_b2.bcHMME,3.0,pdx1,x2
x2_S3c_b2.bcGZNK,3.0,repl,x2
x2_S3c_b2.bcGBDJ,3.0,pdx1,x2
x2_S3c_b2.bcBTHN,3.0,pdx1,x2
x2_S3c_b2.bcGBCU,3.0,pdx1,x2
x2_S3c_b2.bcAJGD,3.0,pdx1,x2
x2_S3c_b2.bcGEQJ,3.0,repl,x2
x2_S3c_b2.bcGWSU,3.0,pdx1,x2
x2_S3c_b2.bcCWIU,3.0,pdx1,x2
x2_S3c_b2.bcBKRY,3.0,pdx1,x2
x2_S3c_b2.bcDCMP,3.0,pdx1,x2
