CellID,CellStage,CellLabel,CellProtocol
x1_S3c_b1.bcFGXM,3.0,pdx1,x1
x1_S3c_b1.bcDTNK,3.0,pdx1,x1
x1_S3c_b1.bcGSXP,3.0,repl,x1
x1_S3c_b1.bcHHBG,3.0,pdx1,x1
x1_S3c_b1.bcBJMC,3.0,pdx1,x1
x1_S3c_b1.bcEBBU,3.0,pdx1,x1
x1_S3c_b1.bcBJJW,3.0,pdx1,x1
x1_S3c_b1.bcDYCJ,3.0,pdx1,x1
x1_S3c_b1.bcAOEG,3.0,pdx1,x1
x1_S3c_b1.bcBUFA,3.0,pdx1,x1
x1_S3c_b1.bcCKYB,3.0,repl,x1
x1_S3c_b1.bcIGQD,3.0,pdx1,x1
x1_S3c_b1.bcHNSM,3.0,pdx1,x1
x1_S3c_b1.bcEBHN,3.0,repl,x1
x1_S3c_b1.bcBVWF,3.0,repl,x1
x1_S3c_b1.bcGHJZ,3.0,pdx1,x1
x1_S3c_b1.bcFCWL,3.0,pdx1,x1
x1_S3c_b1.bcGPLY,3.0,repl,x1
x1_S3c_b1.bcDCOS,3.0,pdx1,x1
x1_S3c_b1.bcCSVZ,3.0,pdx1,x1
x1_S3c_b1.bcIDBS,3.0,pdx1,x1
x1_S3c_b1.bcFUHB,3.0,pdx1,x1
x1_S3c_b1.bcGNJO,3.0,pdx1,x1
x1_S3c_b1.bcDVJE,3.0,repl,x1
x1_S3c_b1.bcETFW,3.0,repl,x1
x1_S3c_b1.bcCSBV,3.0,pdx1,x1
x1_S3c_b1.bcCMOD,3.0,pdx1,x1
x1_S3c_b1.bcCIBR,3.0,pdx1,x1
x1_S3c_b1.bcCIOE,3.0,pdx1,x1
x1_S3c_b1.bcAEVS,3.0,repl,x1
x1_S3c_b1.bcESRX,3.0,pdx1,x1
x1_S3c_b1.bcDLPJ,3.0,repl,x1
x1_S3c_b1.bcEPGN,3.0,pdx1,x1
x1_S3c_b1.bcADDZ,3.0,repl,x1
x1_S3c_b1.bcHLFH,3.0,repl,x1
x1_S3c_b1.bcELRD,3.0,pdx1,x1
x1_S3c_b1.bcANPS,3.0,pdx1,x1
x1_S3c_b1.bcCKTF,3.0,pdx1,x1
x1_S3c_b1.bcDYHU,3.0,repl,x1
x1_S3c_b1.bcECXE,3.0,pdx1,x1
x1_S3c_b1.bcCSQH,3.0,repl,x1
x1_S3c_b1.bcGJXI,3.0,pdx1,x1
x1_S3c_b1.bcAQFC,3.0,repl,x1
x1_S3c_b1.bcGIUQ,3.0,pdx1,x1
x1_S3c_b1.bcHAUX,3.0,repl,x1
x1_S3c_b1.bcDBZO,3.0,pdx1,x1
x1_S3c_b1.bcHFSI,3.0,pdx1,x1
x1_S3c_b1.bcGTCK,3.0,pdx1,x1
x1_S3c_b1.bcHZMF,3.0,pdx1,x1
x1_S3c_b1.bcIAOH,3.0,pdx1,x1
x1_S3c_b1.bcFSCJ,3.0,pdx1,x1
x1_S3c_b1.bcERHJ,3.0,pdx1,x1
x1_S3c_b1.bcCOZU,3.0,pdx1,x1
x1_S3c_b1.bcFXDQ,3.0,pdx1,x1
x1_S3c_b1.bcGUAM,3.0,pdx1,x1
x1_S3c_b1.bcGCMQ,3.0,pdx1,x1
x1_S3c_b1.bcFQYX,3.0,pdx1,x1
x1_S3c_b1.bcEVIP,3.0,pdx1,x1
x1_S3c_b1.bcCFOZ,3.0,pdx1,x1
x1_S3c_b1.bcGABB,3.0,pdx1,x1
x1_S3c_b1.bcFGDS,3.0,pdx1,x1
x1_S3c_b1.bcFGRJ,3.0,pdx1,x1
x1_S3c_b2.bcCGJY,3.0,pdx1,x1
x1_S3c_b2.bcBSHI,3.0,repl,x1
x1_S3c_b2.bcCJWL,3.0,pdx1,x1
x1_S3c_b2.bcDIGC,3.0,pdx1,x1
x1_S3c_b2.bcBCQV,3.0,pdx1,x1
x1_S3c_b2.bcFPTK,3.0,pdx1,x1
x1_S3c_b2.bcEZEJ,3.0,pdx1,x1
x1_S3c_b2.bcEXVE,3.0,repl,x1
x1_S3c_b2.bcHTVN,3.0,pdx1,x1
x1_S3c_b2.bcCECW,3.0,repl,x1
x1_S3c_b2.bcERNF,3.0,pdx1,x1
x1_S3c_b2.bcCISX,3.0,pdx1,x1
x1_S3c_b2.bcCWSI,3.0,repl,x1
x1_S3c_b2.bcCQIF,3.0,repl,x1
x1_S3c_b2.bcCGMR,3.0,repl,x1
x1_S3c_b2.bcCKAA,3.0,pdx1,x1
x1_S3c_b2.bcBECU,3.0,pdx1,x1
x1_S3c_b2.bcFVLQ,3.0,repl,x1
x1_S3c_b2.bcFHPN,3.0,pdx1,x1
x1_S3c_b2.bcAJAX,3.0,pdx1,x1
x1_S3c_b2.bcDEOM,3.0,pdx1,x1
x1_S3c_b2.bcDHQQ,3.0,repl,x1
x1_S3c_b2.bcFDTI,3.0,repl,x1
x1_S3c_b2.bcFRYD,3.0,repl,x1
x1_S3c_b2.bcGGXJ,3.0,pdx1,x1
x1_S3c_b2.bcFPPL,3.0,pdx1,x1
x1_S3c_b2.bcIFSH,3.0,pdx1,x1
x1_S3c_b2.bcGAXB,3.0,pdx1,x1
x1_S3c_b2.bcCOKL,3.0,pdx1,x1
x1_S3c_b2.bcHBLN,3.0,repl,x1
x1_S3c_b2.bcFFFQ,3.0,repl,x1
x1_S3c_b2.bcCISZ,3.0,pdx1,x1
x1_S3c_b2.bcCRII,3.0,pdx1,x1
x1_S3c_b2.bcGQLC,3.0,pdx1,x1
x1_S3c_b2.bcDRPV,3.0,repl,x1
x1_S3c_b2.bcDBHQ,3.0,pdx1,x1
x1_S3c_b2.bcAESC,3.0,pdx1,x1
x1_S3c_b2.bcDECF,3.0,repl,x1
x1_S3c_b2.bcGPNT,3.0,pdx1,x1
x1_S3c_b2.bcENOP,3.0,pdx1,x1
x1_S3c_b2.bcEDRE,3.0,pdx1,x1
x1_S3c_b2.bcDVDM,3.0,repl,x1
x1_S3c_b2.bcGEVJ,3.0,pdx1,x1
x1_S3c_b2.bcCUME,3.0,pdx1,x1
x1_S3c_b2.bcGUZJ,3.0,repl,x1
x1_S3c_b2.bcCTQU,3.0,pdx1,x1
x1_S3c_b2.bcGRGK,3.0,repl,x1
x1_S3c_b2.bcDQJL,3.0,pdx1,x1
x1_S3c_b2.bcCTVA,3.0,pdx1,x1
x1_S3c_b2.bcAHND,3.0,pdx1,x1
x1_S3c_b2.bcECRI,3.0,pdx1,x1
x1_S3c_b2.bcGEDD,3.0,repl,x1
x1_S3c_b2.bcFTEY,3.0,pdx1,x1
x1_S3c_b2.bcDDTL,3.0,pdx1,x1
x1_S3c_b2.bcBHBD,3.0,pdx1,x1
x1_S3c_b2.bcARAK,3.0,pdx1,x1
x1_S3c_b2.bcCJAU,3.0,pdx1,x1
x1_S3c_b2.bcHCJN,3.0,pdx1,x1
x1_S3c_b2.bcFXSU,3.0,pdx1,x1
x1_S3c_b2.bcDVJT,3.0,pdx1,x1
x1_S3c_b2.bcEFZG,3.0,pdx1,x1
x1_S3c_b2.bcCGMU,3.0,pdx1,x1
x1_S3c_b2.bcHYPC,3.0,pdx1,x1
x1_S3c_b2.bcGHVA,3.0,repl,x1
x1_S3c_b2.bcESOV,3.0,repl,x1
x1_S3c_b2.bcDCYA,3.0,pdx1,x1
x1_S3c_b2.bcCGSC,3.0,pdx1,x1
x1_S3c_b2.bcGKDW,3.0,pdx1,x1
x1_S3c_b2.bcEGCV,3.0,pdx1,x1
x1_S3c_b2.bcHYYR,3.0,repl,x1
x1_S3c_b2.bcGSQC,3.0,pdx1,x1
x1_S3c_b2.bcGEIE,3.0,repl,x1
x1_S3c_b2.bcCTQC,3.0,pdx1,x1
x1_S3c_b2.bcCJAK,3.0,repl,x1
x1_S3c_b2.bcIHSF,3.0,pdx1,x1
x1_S3c_b2.bcFNJH,3.0,repl,x1
x1_S3c_b2.bcBNUY,3.0,pdx1,x1
x1_S3c_b2.bcBBYK,3.0,pdx1,x1
x1_S3c_b2.bcBCPV,3.0,pdx1,x1
x1_S3c_b2.bcGYPO,3.0,pdx1,x1
x1_S3c_b2.bcCLZC,3.0,pdx1,x1
x1_S3c_b2.bcEKJP,3.0,pdx1,x1
x1_S3c_b2.bcDQAM,3.0,repl,x1
x1_S3c_b2.bcBNTU,3.0,pdx1,x1
x1_S3c_b2.bcCYKX,3.0,pdx1,x1
x1_S3c_b2.bcFVPV,3.0,pdx1,x1
x1_S3c_b2.bcCAXK,3.0,pdx1,x1
x1_S3c_b2.bcDXFX,3.0,pdx1,x1
x1_S3c_b2.bcACRZ,3.0,pdx1,x1
x1_S3c_b2.bcCKFM,3.0,pdx1,x1
x1_S3c_b2.bcIECC,3.0,pdx1,x1
x1_S3c_b2.bcENOW,3.0,pdx1,x1
x1_S3c_b2.bcGYUT,3.0,pdx1,x1
x1_S3c_b2.bcGNCZ,3.0,pdx1,x1
x1_S3c_b2.bcBUKH,3.0,repl,x1
x1_S3c_b2.bcARUH,3.0,pdx1,x1
x1_S3c_b2.bcDQDV,3.0,pdx1,x1
x1_S3c_b2.bcHWIF,3.0,pdx1,x1
x1_S3c_b2.bcFRLO,3.0,pdx1,x1
x1_S3c_b2.bcCRYK,3.0,repl,x1
x1_S3c_b2.bcIGPE,3.0,pdx1,x1
x1_S3c_b2.bcFENT,3.0,pdx1,x1
x1_S3c_b2.bcGKZA,3.0,pdx1,x1
x1_S3c_b2.bcDLTH,3.0,repl,x1
x1_S3c_b2.bcCTMN,3.0,pdx1,x1
x1_S3c_b2.bcHODU,3.0,repl,x1
x1_S3c_b2.bcHSKD,3.0,repl,x1
x1_S3c_b2.bcBSNZ,3.0,pdx1,x1
x1_S3c_b2.bcEKYR,3.0,repl,x1
x1_S3c_b2.bcGHAX,3.0,pdx1,x1
x1_S3c_b2.bcCMPW,3.0,pdx1,x1
x1_S3c_b2.bcBIMP,3.0,pdx1,x1
x1_S3c_b2.bcAHUP,3.0,repl,x1
x1_S3c_b2.bcEEQW,3.0,pdx1,x1
x1_S3c_b2.bcDGYP,3.0,pdx1,x1
x1_S3c_b2.bcEZDV,3.0,pdx1,x1
x1_S3c_b2.bcEKCY,3.0,repl,x1
x1_S3c_b2.bcHFQE,3.0,pdx1,x1
x1_S3c_b2.bcAWMO,3.0,pdx1,x1
x1_S3c_b2.bcIDKT,3.0,pdx1,x1
x1_S3c_b2.bcFGTR,3.0,pdx1,x1
x1_S3c_b2.bcGTWL,3.0,repl,x1
x1_S3c_b2.bcIKBQ,3.0,pdx1,x1
x1_S3c_b2.bcCIKU,3.0,pdx1,x1
x1_S3c_b2.bcHLPH,3.0,pdx1,x1
x1_S3c_b2.bcABUU,3.0,pdx1,x1
x1_S3c_b2.bcBUOB,3.0,pdx1,x1
x1_S3c_b2.bcHYGO,3.0,pdx1,x1
x1_S3c_b2.bcGCHY,3.0,repl,x1
x1_S3c_b2.bcGEGL,3.0,pdx1,x1
x1_S3c_b2.bcFFQH,3.0,pdx1,x1
x1_S3c_b2.bcFZTE,3.0,pdx1,x1
x1_S3c_b2.bcDBDO,3.0,pdx1,x1
x1_S3c_b2.bcAKNY,3.0,pdx1,x1
x1_S3c_b2.bcDVDI,3.0,pdx1,x1
x1_S3c_b2.bcBTBL,3.0,repl,x1
x1_S3c_b2.bcHQVB,3.0,pdx1,x1
x1_S3c_b2.bcHLWZ,3.0,pdx1,x1
x1_S3c_b2.bcCCUD,3.0,pdx1,x1
x1_S3c_b2.bcHOGJ,3.0,pdx1,x1
x1_S3c_b2.bcGZCY,3.0,pdx1,x1
x1_S3c_b2.bcHHZX,3.0,pdx1,x1
x1_S3c_b2.bcAENM,3.0,repl,x1
x1_S3c_b2.bcCFRN,3.0,pdx1,x1
x1_S3c_b2.bcGLAY,3.0,pdx1,x1
x1_S3c_b2.bcFAQM,3.0,repl,x1
x1_S3c_b2.bcAXPR,3.0,pdx1,x1
x1_S3c_b2.bcHEHR,3.0,pdx1,x1
x1_S3c_b2.bcIDEC,3.0,pdx1,x1
x1_S3c_b2.bcBYYN,3.0,pdx1,x1
x1_S3c_b2.bcCPIS,3.0,pdx1,x1
x1_S3c_b2.bcBLYQ,3.0,pdx1,x1
x1_S3c_b2.bcIGOF,3.0,pdx1,x1
x1_S3c_b2.bcADWA,3.0,repl,x1
x1_S3c_b2.bcGYIT,3.0,pdx1,x1
x1_S3c_b2.bcIAPL,3.0,pdx1,x1
x1_S3c_b2.bcEEHU,3.0,pdx1,x1
x1_S3c_b2.bcEQGD,3.0,pdx1,x1
x1_S3c_b2.bcDYIG,3.0,pdx1,x1
x1_S3c_b2.bcHAZC,3.0,pdx1,x1
x1_S3c_b2.bcEJBK,3.0,repl,x1
x1_S3c_b2.bcCXHO,3.0,repl,x1
x1_S3c_b2.bcAWYC,3.0,pdx1,x1
x1_S3c_b2.bcDDAN,3.0,pdx1,x1
x1_S3c_b2.bcIAER,3.0,repl,x1
x1_S3c_b2.bcESSS,3.0,repl,x1
x1_S3c_b2.bcHSKK,3.0,pdx1,x1
x1_S3c_b2.bcHSYN,3.0,pdx1,x1
x1_S3c_b2.bcARKR,3.0,pdx1,x1
x1_S3c_b2.bcEYPX,3.0,pdx1,x1
x1_S3c_b2.bcDJRR,3.0,pdx1,x1
x1_S3c_b2.bcDOWZ,3.0,pdx1,x1
x1_S3c_b2.bcDBWC,3.0,pdx1,x1
x1_S3c_b2.bcICPK,3.0,pdx1,x1
x1_S3c_b2.bcAHXS,3.0,repl,x1
x1_S3c_b2.bcHPBT,3.0,pdx1,x1
x1_S3c_b2.bcFZPR,3.0,pdx1,x1
x1_S3c_b2.bcCYYY,3.0,pdx1,x1
x1_S3c_b2.bcCXPN,3.0,repl,x1
x1_S3c_b2.bcALHD,3.0,repl,x1
x1_S3c_b2.bcCPIR,3.0,pdx1,x1
x1_S3c_b2.bcBPDE,3.0,pdx1,x1
x1_S3c_b2.bcHHPK,3.0,repl,x1
x1_S3c_b2.bcDJNG,3.0,pdx1,x1
x1_S3c_b2.bcDRFI,3.0,pdx1,x1
x1_S3c_b2.bcDVXV,3.0,repl,x1
x1_S3c_b2.bcHVOH,3.0,pdx1,x1
x1_S3c_b2.bcAAXJ,3.0,repl,x1
x1_S3c_b2.bcHTOC,3.0,pdx1,x1
x1_S3c_b2.bcETYU,3.0,pdx1,x1
x1_S3c_b2.bcFWFW,3.0,pdx1,x1
x1_S3c_b2.bcHLZS,3.0,pdx1,x1
x1_S3c_b2.bcFRND,3.0,repl,x1
x1_S3c_b2.bcBHZW,3.0,repl,x1
x1_S3c_b2.bcGUUF,3.0,repl,x1
x1_S3c_b2.bcBARQ,3.0,repl,x1
x1_S3c_b2.bcARCB,3.0,pdx1,x1
x1_S3c_b2.bcAAQE,3.0,repl,x1
x1_S3c_b2.bcGOQB,3.0,repl,x1
x1_S3c_b2.bcAMWO,3.0,repl,x1
x1_S3c_b2.bcCGGV,3.0,pdx1,x1
x1_S3c_b2.bcFDEO,3.0,pdx1,x1
x1_S3c_b2.bcABAF,3.0,repl,x1
x1_S3c_b2.bcFTTY,3.0,pdx1,x1
x1_S3c_b2.bcHRQB,3.0,pdx1,x1
x1_S3c_b2.bcCYYV,3.0,pdx1,x1
x1_S3c_b2.bcGWET,3.0,repl,x1
x1_S3c_b2.bcGYNF,3.0,pdx1,x1
x1_S3c_b2.bcDVHI,3.0,pdx1,x1
x1_S3c_b2.bcDUYF,3.0,pdx1,x1
x1_S3c_b2.bcEQAQ,3.0,pdx1,x1
x1_S3c_b2.bcCPGW,3.0,pdx1,x1
x1_S3c_b2.bcGWGR,3.0,pdx1,x1
x1_S3c_b2.bcEOSQ,3.0,pdx1,x1
x1_S3c_b2.bcESED,3.0,pdx1,x1
x1_S3c_b2.bcERIJ,3.0,repl,x1
x1_S3c_b2.bcHERS,3.0,pdx1,x1
x1_S3c_b2.bcDBRI,3.0,pdx1,x1
x1_S3c_b2.bcEOMX,3.0,pdx1,x1
x1_S3c_b2.bcCUZV,3.0,repl,x1
x1_S3c_b2.bcBOCS,3.0,pdx1,x1
x1_S3c_b2.bcIIFW,3.0,pdx1,x1
x1_S3c_b2.bcBBTY,3.0,pdx1,x1
x1_S3c_b2.bcHKMT,3.0,repl,x1
x1_S3c_b2.bcAABI,3.0,pdx1,x1
x1_S3c_b2.bcDHCD,3.0,pdx1,x1
x1_S3c_b2.bcGSGL,3.0,pdx1,x1
x1_S3c_b2.bcGRTJ,3.0,pdx1,x1
x1_S3c_b2.bcDYSP,3.0,pdx1,x1
x1_S3c_b2.bcIIKW,3.0,pdx1,x1
x1_S3c_b2.bcBEJW,3.0,pdx1,x1
x1_S3c_b2.bcAXQA,3.0,pdx1,x1
x1_S3c_b2.bcAFEB,3.0,pdx1,x1
x1_S3c_b2.bcFCOQ,3.0,repl,x1
x1_S3c_b2.bcHODR,3.0,pdx1,x1
x1_S3c_b2.bcCLUK,3.0,pdx1,x1
x1_S3c_b2.bcHGOC,3.0,repl,x1
x1_S3c_b2.bcHJFE,3.0,pdx1,x1
x1_S3c_b2.bcGCJW,3.0,repl,x1
x1_S3c_b2.bcDINY,3.0,pdx1,x1
x1_S3c_b2.bcEUPP,3.0,pdx1,x1
x1_S3c_b2.bcDURN,3.0,pdx1,x1
x1_S3c_b2.bcFGIF,3.0,pdx1,x1
x1_S3c_b2.bcAATO,3.0,pdx1,x1
x1_S3c_b2.bcIIIL,3.0,pdx1,x1
x1_S3c_b2.bcGRRX,3.0,pdx1,x1
x1_S3c_b2.bcEJTQ,3.0,pdx1,x1
x1_S3c_b2.bcHRWQ,3.0,pdx1,x1
x1_S3c_b2.bcGZGI,3.0,pdx1,x1
x1_S3c_b2.bcATHD,3.0,repl,x1
x1_S3c_b2.bcGVII,3.0,pdx1,x1
x1_S3c_b2.bcHHFV,3.0,pdx1,x1
x1_S3c_b2.bcHTBG,3.0,pdx1,x1
x1_S3c_b2.bcHCNT,3.0,pdx1,x1
x1_S3c_b2.bcDNHD,3.0,repl,x1
x1_S3c_b2.bcHDOE,3.0,pdx1,x1
x1_S3c_b2.bcCEQY,3.0,pdx1,x1
x1_S3c_b2.bcECJJ,3.0,pdx1,x1
x1_S3c_b2.bcBTDD,3.0,pdx1,x1
x1_S3c_b2.bcHNOZ,3.0,repl,x1
x1_S3c_b2.bcHHPE,3.0,pdx1,x1
x1_S3c_b2.bcHUFT,3.0,pdx1,x1
x1_S3c_b2.bcAVJW,3.0,pdx1,x1
x1_S3c_b2.bcDOZT,3.0,pdx1,x1
x1_S3c_b2.bcCZEK,3.0,pdx1,x1
x1_S3c_b2.bcHZVQ,3.0,pdx1,x1
x1_S3c_b2.bcGDSK,3.0,pdx1,x1
x1_S3c_b2.bcGZPF,3.0,pdx1,x1
x1_S3c_b2.bcGIKM,3.0,repl,x1
x1_S3c_b2.bcFIVS,3.0,pdx1,x1
x1_S3c_b2.bcHYIV,3.0,pdx1,x1
x1_S3c_b2.bcBIOG,3.0,repl,x1
x1_S3c_b2.bcGGCP,3.0,pdx1,x1
x1_S3c_b2.bcHDWS,3.0,pdx1,x1
x1_S3c_b2.bcAQTL,3.0,pdx1,x1
x1_S3c_b2.bcHNXY,3.0,pdx1,x1
x1_S3c_b2.bcFUXI,3.0,pdx1,x1
x1_S3c_b2.bcHKAZ,3.0,pdx1,x1
x1_S3c_b2.bcCKVM,3.0,pdx1,x1
x1_S3c_b2.bcDWXS,3.0,repl,x1
x1_S3c_b2.bcFKEP,3.0,pdx1,x1
x1_S3c_b2.bcENAK,3.0,pdx1,x1
x1_S3c_b2.bcEYDU,3.0,pdx1,x1
x1_S3c_b2.bcDEUF,3.0,pdx1,x1
x1_S3c_b2.bcHLBI,3.0,pdx1,x1
x1_S3c_b2.bcAOSH,3.0,pdx1,x1
x1_S3c_b2.bcICXC,3.0,pdx1,x1
x1_S3c_b2.bcETLZ,3.0,pdx1,x1
x1_S3c_b2.bcBGWU,3.0,pdx1,x1
x1_S3c_b2.bcDPVU,3.0,pdx1,x1
x1_S3c_b2.bcIAOK,3.0,pdx1,x1
x1_S3c_b2.bcAEMY,3.0,pdx1,x1
x1_S3c_b2.bcCFLM,3.0,pdx1,x1
x1_S3c_b2.bcHNUR,3.0,repl,x1
x1_S3c_b2.bcBCWE,3.0,pdx1,x1
x1_S3c_b2.bcFBYU,3.0,pdx1,x1
x1_S3c_b2.bcHCEA,3.0,pdx1,x1
x1_S3c_b2.bcGGZI,3.0,pdx1,x1
x1_S3c_b2.bcCWYF,3.0,repl,x1
x1_S3c_b2.bcAPKF,3.0,pdx1,x1
x1_S3c_b2.bcHIVW,3.0,repl,x1
x1_S3c_b2.bcFPHU,3.0,pdx1,x1
x1_S3c_b2.bcHPKO,3.0,pdx1,x1
x1_S3c_b2.bcHIEK,3.0,repl,x1
x1_S3c_b2.bcGCXN,3.0,pdx1,x1
x1_S3c_b2.bcAHTX,3.0,pdx1,x1
x1_S3c_b2.bcGHVZ,3.0,pdx1,x1
x1_S3c_b2.bcGOSM,3.0,pdx1,x1
x1_S3c_b2.bcBIYO,3.0,pdx1,x1
x1_S3c_b2.bcHZDZ,3.0,repl,x1
x1_S3c_b2.bcHEHN,3.0,pdx1,x1
x1_S3c_b2.bcETPP,3.0,pdx1,x1
x1_S3c_b2.bcHVHT,3.0,pdx1,x1
x1_S3c_b2.bcHESJ,3.0,pdx1,x1
x1_S3c_b2.bcHNBU,3.0,pdx1,x1
x1_S3c_b2.bcCKEC,3.0,pdx1,x1
x1_S3c_b2.bcECRC,3.0,pdx1,x1
x1_S3c_b2.bcAEKE,3.0,pdx1,x1
x1_S3c_b2.bcCDOG,3.0,pdx1,x1
x1_S3c_b2.bcEKPO,3.0,pdx1,x1
x1_S3c_b2.bcEOYO,3.0,repl,x1
x1_S3c_b2.bcEYHV,3.0,repl,x1
x1_S3c_b2.bcGYKP,3.0,pdx1,x1
x1_S3c_b2.bcDAAL,3.0,pdx1,x1
x1_S3c_b2.bcCLIO,3.0,pdx1,x1
x1_S3c_b2.bcFYFS,3.0,repl,x1
x1_S3c_b2.bcFEXD,3.0,pdx1,x1
x1_S3c_b2.bcALXN,3.0,pdx1,x1
x1_S3c_b2.bcHYZF,3.0,repl,x1
x1_S3c_b2.bcDGJY,3.0,pdx1,x1
x1_S3c_b2.bcCDNS,3.0,pdx1,x1
x1_S3c_b2.bcDBMJ,3.0,pdx1,x1
x1_S3c_b2.bcCGAK,3.0,pdx1,x1
x1_S3c_b2.bcDWZS,3.0,pdx1,x1
x1_S3c_b2.bcENEP,3.0,pdx1,x1
x1_S3c_b2.bcAFGA,3.0,pdx1,x1
x1_S3c_b2.bcEBPM,3.0,pdx1,x1
x1_S3c_b2.bcCMUD,3.0,repl,x1
x1_S3c_b2.bcEGYU,3.0,pdx1,x1
x1_S3c_b2.bcDFAE,3.0,pdx1,x1
x1_S3c_b2.bcHMMM,3.0,pdx1,x1
x1_S3c_b2.bcDBWP,3.0,pdx1,x1
x1_S3c_b2.bcBTDQ,3.0,pdx1,x1
x1_S3c_b2.bcFCFF,3.0,pdx1,x1
x1_S3c_b2.bcAXYF,3.0,pdx1,x1
x1_S3c_b2.bcFHGW,3.0,pdx1,x1
x1_S3c_b2.bcEVRB,3.0,pdx1,x1
x1_S3c_b2.bcGUHW,3.0,pdx1,x1
x1_S3c_b2.bcFIRX,3.0,pdx1,x1
x1_S3c_b2.bcEJXN,3.0,pdx1,x1
x1_S3c_b2.bcCCQL,3.0,pdx1,x1
x1_S3c_b2.bcDKEC,3.0,pdx1,x1
x1_S3c_b2.bcAFIC,3.0,pdx1,x1
x1_S3c_b2.bcFUIH,3.0,pdx1,x1
x1_S3c_b2.bcHJDC,3.0,pdx1,x1
x1_S3c_b2.bcFHLY,3.0,pdx1,x1
x1_S3c_b2.bcGPSA,3.0,pdx1,x1
x1_S3c_b2.bcDWEP,3.0,pdx1,x1
x1_S3c_b2.bcEQIS,3.0,repl,x1
x1_S3c_b2.bcEHEC,3.0,pdx1,x1
x1_S3c_b2.bcAKDG,3.0,repl,x1
x1_S3c_b2.bcETST,3.0,pdx1,x1
x1_S3c_b2.bcGJKI,3.0,repl,x1
x1_S3c_b2.bcASDO,3.0,pdx1,x1
x1_S3c_b2.bcGCUN,3.0,pdx1,x1
x1_S3c_b2.bcBWDD,3.0,pdx1,x1
x1_S3c_b2.bcFFOT,3.0,pdx1,x1
x1_S3c_b2.bcAFZO,3.0,pdx1,x1
x1_S3c_b2.bcFZIN,3.0,pdx1,x1
x1_S3c_b2.bcGSSX,3.0,repl,x1
x1_S3c_b2.bcADFM,3.0,repl,x1
x1_S3c_b2.bcABYK,3.0,pdx1,x1
x1_S3c_b2.bcCGHC,3.0,pdx1,x1
x1_S3c_b2.bcEYRF,3.0,repl,x1
x1_S3c_b2.bcGLVH,3.0,repl,x1
x1_S3c_b2.bcBBAQ,3.0,repl,x1
x1_S3c_b2.bcBEWL,3.0,pdx1,x1
x1_S3c_b2.bcFIUQ,3.0,pdx1,x1
x1_S3c_b2.bcGGSD,3.0,pdx1,x1
x1_S3c_b2.bcDWSH,3.0,pdx1,x1
x1_S3c_b2.bcHAGU,3.0,pdx1,x1
x1_S3c_b2.bcGPGJ,3.0,repl,x1
x1_S3c_b2.bcFQRF,3.0,pdx1,x1
x1_S3c_b2.bcDJIJ,3.0,pdx1,x1
x1_S3c_b2.bcDADN,3.0,repl,x1
x1_S3c_b2.bcEVGQ,3.0,pdx1,x1
x1_S3c_b2.bcGWNF,3.0,pdx1,x1
x1_S3c_b2.bcAFAW,3.0,repl,x1
x1_S3c_b2.bcDTHS,3.0,repl,x1
x1_S3c_b2.bcGWDC,3.0,pdx1,x1
x1_S3c_b2.bcCYXX,3.0,pdx1,x1
x1_S3c_b2.bcFTVJ,3.0,repl,x1
x1_S3c_b2.bcBNCH,3.0,pdx1,x1
x1_S3c_b2.bcAIWS,3.0,pdx1,x1
x1_S3c_b2.bcFXDI,3.0,pdx1,x1
x1_S3c_b2.bcBCIT,3.0,repl,x1
x1_S3c_b2.bcFGUV,3.0,pdx1,x1
x1_S3c_b2.bcIDNR,3.0,pdx1,x1
x1_S3c_b2.bcHRVW,3.0,repl,x1
x1_S3c_b2.bcHBFP,3.0,repl,x1
x1_S3c_b2.bcGMOR,3.0,repl,x1
x1_S3c_b2.bcDQDG,3.0,pdx1,x1
x1_S3c_b2.bcDYSW,3.0,repl,x1
x1_S3c_b2.bcAZEE,3.0,pdx1,x1
x1_S3c_b2.bcFNVX,3.0,pdx1,x1
x1_S3c_b2.bcARQP,3.0,pdx1,x1
x1_S3c_b2.bcDDEN,3.0,repl,x1
x1_S3c_b2.bcCZSF,3.0,pdx1,x1
x1_S3c_b2.bcATIZ,3.0,pdx1,x1
x1_S3c_b2.bcDWUL,3.0,pdx1,x1
x1_S3c_b2.bcHVZV,3.0,repl,x1
x1_S3c_b2.bcAHWA,3.0,pdx1,x1
x1_S3c_b2.bcHADT,3.0,pdx1,x1
x1_S3c_b2.bcIFKQ,3.0,pdx1,x1
x1_S3c_b2.bcIITN,3.0,pdx1,x1
x1_S3c_b2.bcCSWM,3.0,repl,x1
x1_S3c_b2.bcARPU,3.0,pdx1,x1
x1_S3c_b2.bcDQDF,3.0,pdx1,x1
x1_S3c_b2.bcCJYE,3.0,pdx1,x1
x1_S3c_b2.bcFXDU,3.0,pdx1,x1
x1_S3c_b2.bcFOQC,3.0,repl,x1
x1_S3c_b2.bcEBLW,3.0,pdx1,x1
x1_S3c_b2.bcCSAP,3.0,repl,x1
x1_S3c_b2.bcBHOS,3.0,pdx1,x1
x1_S3c_b2.bcGNDC,3.0,repl,x1
x1_S3c_b2.bcAIPK,3.0,pdx1,x1
x1_S3c_b2.bcAXKB,3.0,pdx1,x1
x1_S3c_b2.bcELXV,3.0,pdx1,x1
