ATF4,ARIH2
ATF4,BACH2
ATF4,BEX1
ATF4,CHD7
ATF4,CREB3L2
ATF4,DUSP1
ATF4,ELL2
ATF4,FOS
ATF4,FOXP1
ATF4,HOXC4
ATF4,ID1
ATF4,KLF11
ATF4,KLF9
ATF4,MAF
ATF4,NR6A1
ATF4,PAX6
ATF4,PLAGL1
ATF4,RAN
ATF4,TBX3
ATF4,TCF3
ATF4,TGIF2
ATF4,TRIP6
ATF4,TSC22D3
ATF4,WBP11
CBFB,ANP32A
CBFB,CBX6
CBFB,CD36
CBFB,DSP
CBFB,ELAVL2
CBFB,ESRRG
CBFB,FLNA
CBFB,GLIS3
CBFB,HNRNPK
CBFB,PTGER3
CBFB,RBPMS
CBFB,WBP11
CBFB,ZFP36L2
CBFB,ZMYND10
CBFB,ZNF827
CHD7,EEF1A1
CHD7,FLNA
CHD7,MET
CLOCK,ANP32A
CLOCK,ATF4
CLOCK,BEX1
CLOCK,CALR
CLOCK,CLOCK
CLOCK,DUSP1
CLOCK,EGR1
CLOCK,FOS
CLOCK,H1F0
CLOCK,HES6
CLOCK,HMGB3
CLOCK,ID1
CLOCK,LMO4
CLOCK,PTGER3
CLOCK,TLE3
CLOCK,TLE4
CLOCK,TSC22D1
CLOCK,TSC22D3
EGR1,ABL1
EGR1,ANKS1A
EGR1,ANP32A
EGR1,ARID3B
EGR1,ATF4
EGR1,BACH2
EGR1,BARX2
EGR1,BCL11A
EGR1,BTBD11
EGR1,BTBD3
EGR1,BTG1
EGR1,BTG2
EGR1,CALR
EGR1,CASZ1
EGR1,CBFA2T2
EGR1,CBFB
EGR1,CBX2
EGR1,CBX6
EGR1,CCT4
EGR1,CDKN1C
EGR1,CHD7
EGR1,CHD9
EGR1,CNOT1
EGR1,CREB3L2
EGR1,CRIP2
EGR1,DDIT3
EGR1,DDX5
EGR1,DUSP1
EGR1,E2F5
EGR1,EEF1A1
EGR1,EGR1
EGR1,EID1
EGR1,ELAVL2
EGR1,ELL2
EGR1,EPAS1
EGR1,ESRRG
EGR1,ETV4
EGR1,EZH2
EGR1,FMNL2
EGR1,FOXA2
EGR1,FOXO1
EGR1,FOXP1
EGR1,HDAC9
EGR1,HIC2
EGR1,HMGA1
EGR1,HMGB3
EGR1,HMGN2
EGR1,HOXB2
EGR1,HSF4
EGR1,ID1
EGR1,IER2
EGR1,INSM1
EGR1,IRX1
EGR1,IRX2
EGR1,JARID2
EGR1,JUN
EGR1,JUNB
EGR1,KDM4B
EGR1,KHDRBS3
EGR1,KLF10
EGR1,KLF11
EGR1,KLF9
EGR1,KLHL8
EGR1,LARP1
EGR1,LMO1
EGR1,LMO2
EGR1,LMO4
EGR1,LMX1B
EGR1,LRRFIP1
EGR1,LSR
EGR1,MACF1
EGR1,MAF
EGR1,MAFA
EGR1,MAML3
EGR1,MAPK3
EGR1,MBNL1
EGR1,MLLT11
EGR1,MLXIPL
EGR1,MXD1
EGR1,MXI1
EGR1,NEUROD1
EGR1,NFATC2
EGR1,NFKB1
EGR1,NKX6-1
EGR1,NOTCH3
EGR1,NPM1
EGR1,NR2F1
EGR1,NR6A1
EGR1,ONECUT2
EGR1,PAX6
EGR1,PBX3
EGR1,PHF21B
EGR1,PLXNA2
EGR1,PLXNB1
EGR1,PLXNC1
EGR1,POLR1D
EGR1,POU2F2
EGR1,PRDM16
EGR1,PTGER3
EGR1,PURA
EGR1,RAN
EGR1,RBP1
EGR1,RFX3
EGR1,ROCK1
EGR1,ROR1
EGR1,RPL7A
EGR1,RUNX1T1
EGR1,SIX2
EGR1,SOX1
EGR1,SOX13
EGR1,SOX4
EGR1,SOX5
EGR1,STAT1
EGR1,TBL1X
EGR1,TBX3
EGR1,TCEA3
EGR1,TCF3
EGR1,TCF4
EGR1,TCF7L1
EGR1,TCF7L2
EGR1,TDG
EGR1,TERF2IP
EGR1,TGIF2
EGR1,THRB
EGR1,TLE1
EGR1,TLE3
EGR1,TLE4
EGR1,TOP2B
EGR1,TRIM13
EGR1,TRIOBP
EGR1,TRIP10
EGR1,TRIP6
EGR1,TSC22D1
EGR1,TSC22D3
EGR1,TSHZ2
EGR1,YBX1
EGR1,YWHAB
EGR1,ZDHHC9
EGR1,ZFP36L2
EGR1,ZHX2
EGR1,ZNF467
EGR1,ZNF503
EGR1,ZYX
ETV4,BMP5
ETV4,BTBD11
ETV4,BTBD3
ETV4,CALR
ETV4,CD36
ETV4,CHD9
ETV4,CLOCK
ETV4,CNOT6
ETV4,EGR1
ETV4,ENO1
ETV4,ESRRG
ETV4,ETV4
ETV4,FEV
ETV4,FOXA2
ETV4,GREB1
ETV4,HDAC9
ETV4,HMGA1
ETV4,HMGN2
ETV4,HPCA
ETV4,ISL1
ETV4,LIN28A
ETV4,LMO2
ETV4,LSR
ETV4,MAF
ETV4,MED24
ETV4,MXI1
ETV4,NKX2-2
ETV4,NKX6-1
ETV4,NR0B1
ETV4,NR6A1
ETV4,PHF21B
ETV4,PLXNA2
ETV4,PLXNB2
ETV4,POU2F2
ETV4,RFX3
ETV4,RGS9
ETV4,RNF8
ETV4,RUNX1T1
ETV4,SMARCD1
ETV4,SOX1
ETV4,SOX6
ETV4,STAT1
ETV4,TLE3
ETV4,TRIM13
ETV4,TRIOBP
ETV4,TRIP6
ETV4,TSC22D3
ETV4,ZNF385A
ETV4,ZNF697
EZH2,BACH2
EZH2,BARX2
EZH2,BCL11A
EZH2,BTBD11
EZH2,CASZ1
EZH2,CDKN1C
EZH2,FEV
EZH2,FLNA
EZH2,FOXA2
EZH2,GLIS3
EZH2,GREB1
EZH2,HES6
EZH2,HOXB2
EZH2,HOXC4
EZH2,HSF4
EZH2,ID3
EZH2,INSM1
EZH2,IRX1
EZH2,IRX2
EZH2,JARID2
EZH2,JUN
EZH2,KLF10
EZH2,LIN28A
EZH2,LMO2
EZH2,LMX1B
EZH2,MAF
EZH2,MAFA
EZH2,MAFB
EZH2,MLXIPL
EZH2,MNX1
EZH2,MXI1
EZH2,NFATC2
EZH2,NKX2-2
EZH2,NKX6-1
EZH2,NR2F1
EZH2,ONECUT2
EZH2,PAX6
EZH2,PBX3
EZH2,PHF21B
EZH2,PLXNB2
EZH2,PLXNC1
EZH2,PRDM16
EZH2,PROX1
EZH2,PTF1A
EZH2,PTGER3
EZH2,RNF8
EZH2,SALL4
EZH2,SIX2
EZH2,SOX1
EZH2,SOX13
EZH2,SOX2
EZH2,SOX4
EZH2,SOX5
EZH2,SQSTM1
EZH2,TCF7L1
EZH2,TCF7L2
EZH2,TRIOBP
